Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
31	18.651083	5.4125776	25.72245	2.7742064	16.107483	8.313281	29.580536	0.077967584	38.5	31.100643	126.0	0.0	43.6	114.94429	712.0	0.0	1000.0	1000.0	8.958333	7.95	53250.0	0.03328125	1550004.0	-0.10502132	0.5520938	1.7797167	-7.88684	-0.10501991	0.5520854	1.9729432	-6.9133263	2.5127409	1.8513641	38.76377	-19.419653	1.9983555	3.255715	63.882168	-12.494456	0.9665582	0.001445723	0.0014493793	0.057549257	4.5453953e-06	-6.584915	0.001394202	-1.5599782e-14	-27.44059	1.2099852e-12	-1.9983556	21.855017	784.761	22731.396320343018
32	17.180666	5.306712	25.911226	6.3776793	18.917816	7.356773	28.708914	1.7840796	33.423077	33.24579	190.0	0.0	34.275	31.680426	128.0	0.0	1000.0	1000.0	8.326923	9.425	54767.0	0.033192121212121214	1600004.0	-0.0096462825	0.569129	2.270807	-7.4370646	-0.009642566	0.56911606	1.9511335	-7.2315283	2.5124698	1.8336912	41.243694	-14.901893	1.9940968	3.2753692	71.429214	-12.338397	0.85180205	0.0015715106	0.0015756143	0.05487369	1.0502644e-05	-6.6851077	0.0012605464	-1.6274593e-14	-27.374142	1.293114e-12	-1.9940968	22.218258	782.9295	23514.364374637604
33	18.152452	5.865489	27.68871	3.5139909	12.950018	8.20433	29.18251	-0.7075233	36.458332	31.76342	129.0	0.0	53.725	52.980648	199.0	0.0	1000.0	1000.0	8.6875	6.2	56562.0	0.033271764705882355	1650004.0	0.047419317	0.58457136	2.0740063	-6.327137	0.047416512	0.58457106	2.2715704	-6.42192	2.5133529	1.8371795	44.931435	-15.775495	1.9993285	3.1466956	54.662766	-12.943813	0.82475203	0.001630539	0.00163432	0.05590645	2.4814676e-06	-6.6191125	0.001343916	-1.867611e-14	-27.306227	1.384043e-12	-1.9993285	22.283972	791.52014	24306.00284576416
34	19.502005	4.81139	25.594095	6.240938	15.006846	9.048873	28.151781	-0.7795461	39.46154	32.923256	169.0	0.0	46.125	85.2318	417.0	0.0	1000.0	1000.0	9.230769	7.425	58569.0	0.033468	1700004.0	0.12181804	0.5900386	2.2742178	-8.910715	0.121818475	0.59003264	1.6992339	-8.676316	2.5153878	1.8687724	49.55392	-27.73056	1.9989406	3.2377582	67.82294	-13.245056	0.82299167	0.0016179438	0.0016241794	0.058162924	3.3925164e-06	-6.610439	0.001356261	-2.338002e-14	-27.218327	1.5114147e-12	-1.9989408	21.92284	791.1698	25096.995334386826
35	18.637136	5.88425	26.188198	3.5878367	20.34905	7.2734556	29.156033	1.6433954	40.708332	49.92201	327.0	0.0	26.9	23.154697	98.0	0.0	1000.0	1000.0	8.958333	9.875	60747.0	0.03374833333333333	1750004.0	0.16374376	0.62602293	2.4044955	-16.705423	0.16374606	0.62601364	2.4523072	-16.8415	2.51801	1.9179502	45.720886	-30.708649	2.0014148	3.2697797	71.05913	-13.71955	0.87738687	0.002049896	0.0020700074	0.060256466	-2.0175219e-07	-6.6231875	0.0013412286	-3.042957e-14	-27.108702	1.6869292e-12	-2.001415	20.955479	783.22034	25880.414004087448
36	19.09095	6.1696067	27.13833	4.0357924	20.578436	6.371483	27.263945	1.783788	30.25	28.019138	109.0	0.0	43.25	67.69075	434.0	0.0	1000.0	1000.0	9.096154	9.875	62096.0	0.0335654054054054	1800004.0	0.19889668	0.6202717	2.9935102	-9.288338	0.19890402	0.620243	1.9802924	-9.281866	2.51658	1.9057444	41.624523	-14.274671	1.9967273	3.2837417	82.46611	-13.02183	0.79878414	0.0018794457	0.0018998056	0.059880182	6.755501e-06	-6.584632	0.0013952062	-3.1728106e-14	-26.98645	1.90665e-12	-1.9967275	22.774876	801.532	26681.783748149872
37	20.393484	5.4368377	27.693909	3.1755576	19.334143	8.323829	27.712297	1.8397822	32.604168	35.74839	185.0	0.0	50.8	107.91344	684.0	0.0	1000.0	1000.0	10.104167	9.5	63722.0	0.03353789473684211	1850004.0	0.2560233	0.6135492	2.3311365	-6.3026795	0.25601524	0.61354315	2.9001963	-6.3414984	2.51717	1.8736126	37.299572	-17.039642	2.0043254	3.216761	92.90366	-12.587999	0.7391537	0.0017551169	0.0017666663	0.059515506	-5.2427454e-06	-6.6398463	0.0013182671	-3.7727064e-14	-26.849855	2.1865404e-12	-2.004325	21.942543	779.63257	27461.4879155159
38	19.28651	7.1253343	28.191374	-1.6417885	20.42446	7.8419504	28.3506	2.1891012	32.365383	31.309269	147.0	0.0	23.85	24.02348	92.0	0.0	1000.0	1000.0	9.326923	10.025	65344.0	0.03350974358974359	1900004.0	0.29565024	0.63050634	2.8795722	-8.825076	0.29564843	0.63051194	2.3815389	-8.639041	2.5204978	1.8573678	44.896984	-25.392557	1.9889401	3.122303	79.41997	-14.099623	0.7662855	0.0019078308	0.0018994913	0.058633663	1.8251694e-05	-6.656839	0.0012964224	-5.3980376e-14	-26.669302	2.6212279e-12	-1.9889404	19.52102	787.038	28248.434849977493
39	19.39668	5.716571	26.711716	2.5060754	16.386288	8.149158	27.433126	0.5402899	51.333332	50.645554	272.0	0.0	40.5	67.20268	430.0	0.0	1000.0	1000.0	9.1875	7.925	67847.0	0.0339235	1950004.0	0.3166196	0.6567277	2.6229706	-7.485502	0.31662163	0.6567161	2.4943793	-7.590961	2.5191433	1.8849651	47.068478	-24.720785	1.9985003	3.0671499	61.329655	-12.043969	0.7299485	0.0020684197	0.0020778694	0.061071564	4.093995e-06	-6.6534085	0.0013005458	-6.3723034e-14	-26.439976	3.2979617e-12	-1.9985001	20.51416	816.0027	29064.560162067413
40	17.042599	7.1831837	27.526058	-0.46498996	16.82627	8.480636	27.01577	1.1255729	46.903847	80.38879	537.0	0.0	18.375	23.091867	118.0	0.0	1000.0	1000.0	8.307693	8.3	70247.0	0.034266829268292685	2000004.0	0.31049743	0.67544216	2.3350604	-14.846097	0.31050617	0.675387	2.0320923	-15.616806	2.525305	1.8689991	49.091667	-13.03056	1.9933869	3.1038766	77.134224	-12.699336	0.8836151	0.0022445144	0.0022531608	0.060936082	9.686413e-06	-6.7246113	0.0012101647	-1.2062905e-13	-26.086668	4.73076e-12	-1.9933872	22.630096	881.83887	29947.37628698349
41	15.5784025	6.285897	25.466791	2.6162717	18.785854	6.8333845	28.94672	2.4329937	28.020834	29.060633	147.0	0.0	30.275	36.132385	143.0	0.0	1000.0	1000.0	7.5416665	9.2	71592.0	0.03409142857142857	2050004.0	0.21934207	0.7292051	2.0570123	-35.1204	0.21933866	0.72910357	1.5903805	-36.028664	2.5247762	1.872761	51.21391	-14.654249	2.0027308	3.2369955	70.19224	-13.302504	0.973175	0.003412672	0.0034181979	0.06331469	-1.1289322e-06	-6.6724024	0.0012754432	-2.320525e-13	-25.400358	9.658919e-12	-2.002731	21.502287	928.73364	30874.987463235855
42	19.347773	5.1361775	26.310007	6.010062	18.415752	8.235568	27.578215	-0.23895125	38.442307	48.783436	336.0	0.0	31.95	72.3861	442.0	0.0	1000.0	1000.0	9.519231	9.025	73591.0	0.034228372093023256	2100004.0	0.15555318	0.70294887	2.671156	-24.802729	0.15555747	0.70295066	2.355223	-25.20699	2.518505	1.8574156	45.103096	-17.819305	1.9956386	3.1272547	64.66825	-14.141289	0.8973233	0.002874781	0.0029331376	0.06253173	7.089387e-06	-6.6357727	0.0013199555	4.3444863e-05	-21.572315	0.0121864425	-1.9956386	22.35326	924.1841	31799.644750595093
43	17.48693	7.031134	27.057981	3.3350966	16.651714	9.04287	28.108887	-0.4935437	28.770834	24.26266	95.0	0.0	18.075	21.791498	83.0	0.0	1000.0	1000.0	8.479167	8.075	75002.0	0.03409181818181818	2150004.0	0.2135321	0.6557531	1.8701771	-9.057698	0.2135348	0.6557456	1.5443637	-9.341997	2.5010886	1.8805033	49.138817	-12.346632	2.0079145	3.0484402	73.362015	-12.01969	0.8582747	0.002109098	0.0021240418	0.063703254	-9.006001e-06	-6.6218085	0.001338024	0.00036827248	-1.909415	0.18884285	-2.007914	21.365555	922.9376	32722.218447208405
44	19.420414	5.976331	29.58744	2.7143455	21.984936	7.5528417	29.233498	-0.6913863	35.0	30.372684	108.0	0.0	29.525	20.86982	76.0	0.0	1000.0	1000.0	9.307693	10.725	76792.0	0.03412977777777778	2200004.0	0.30639893	0.64966786	1.5991536	-7.5579047	0.306405	0.6496531	1.5914112	-6.702644	2.4999847	1.8481324	54.192066	-14.967131	1.9658893	3.0406618	76.84399	-12.875074	0.7497907	0.0019599746	0.0019719193	0.06307647	6.422059e-05	-6.5224886	0.0014993674	0.0008349463	-1.9800264	0.20423186	-1.9658891	22.127115	927.87787	33649.98183846474
45	19.756218	5.79301	26.869247	0.040078767	14.799174	8.778918	28.335165	-0.31438616	36.25	33.02682	121.0	0.0	22.125	50.93731	320.0	0.0	1000.0	1000.0	9.583333	7.3	78532.0	0.034144347826086954	2250004.0	0.45657042	0.6554852	1.7564218	-7.5303426	0.45656773	0.65545684	1.7791433	-7.6339927	2.5012746	1.8455367	51.8498	-22.299707	1.9994906	2.9673188	62.318096	-13.674195	0.69518685	0.0018879129	0.0019122484	0.06414034	2.762419e-06	-6.565655	0.0014167194	0.00041882577	-1.6781955	0.23139934	-1.9994906	21.981619	927.2621	34577.614258766174
46	18.704166	7.0795016	28.431011	-0.13796021	18.859789	8.604247	28.568396	0.69789904	24.288462	36.826168	245.0	0.0	23.975	29.361956	132.0	0.0	1000.0	1000.0	9.076923	9.3	79795.0	0.033955319148936174	2300004.0	0.5155726	0.6651129	1.7853467	-8.926949	0.51556945	0.66508526	1.7939123	-8.841037	2.501115	1.8769122	44.44876	-10.347061	1.9893128	2.9695003	70.56794	-13.92894	0.53403676	0.0020947524	0.0021235638	0.06477693	1.8181325e-05	-6.537859	0.0014588153	0.000330466	-1.9321884	0.17884992	-1.9893128	20.820288	926.4771	35504.3079624176
47	18.682093	7.1562314	28.485128	-0.3484062	19.653122	8.400288	28.53818	0.0650792	20.75	19.935835	72.0	0.0	21.025	63.085453	408.0	0.0	1000.0	1000.0	8.979167	9.6	80805.0	0.03366875	2350004.0	0.4997538	0.67647916	1.8673117	-7.45342	0.49975854	0.67644715	1.7836988	-7.5716534	2.5006762	1.8434908	45.797924	-20.936089	1.989559	2.9466345	54.981728	-12.951358	0.6760141	0.002284652	0.002307938	0.06389551	1.8765151e-05	-6.5929823	0.0013861345	0.00061420817	-1.6828665	0.24297617	-1.989559	21.590805	929.4486	36433.272097826004
48	21.192495	5.820791	28.607485	4.0795927	12.4796	10.152928	27.237093	-0.3961966	20.884615	23.307852	128.0	0.0	7.325	11.487792	44.0	0.0	1000.0	1000.0	10.269231	6.1	81877.0	0.03341918367346939	2400004.0	0.5098057	0.6870922	2.0407398	-10.603015	0.50980383	0.6870793	1.9553248	-12.520053	2.5004032	1.8250892	52.54026	-15.452148	1.9980447	2.907975	62.81864	-13.247334	0.48380235	0.0025546069	0.0025650302	0.062769614	5.108937e-06	-6.6016526	0.0013680295	0.00051138917	-2.053145	0.1783653	-1.9980448	22.09118	925.8109	37359.09042644501
49	19.13421	6.6656384	27.594477	0.21429095	16.676863	9.714699	27.226511	-0.21086568	22.958334	22.981838	74.0	0.0	11.4	15.806328	62.0	0.0	1000.0	1000.0	8.9375	8.15	83042.0	0.0332168	2450004.0	0.49040237	0.69595397	1.7854694	-15.85486	0.49040157	0.695936	1.7936504	-15.483313	2.5012429	1.8625238	45.834137	-14.373889	1.999891	2.8898451	57.82872	-12.417856	0.50968117	0.0026820092	0.0026978601	0.0638854	2.1699566e-06	-6.629025	0.0013286354	0.00030924083	-2.0176387	0.1647914	-1.9998913	22.251356	920.4454	38279.478569984436
50	19.455524	6.545944	28.777956	1.524716	21.602167	6.7054234	28.937426	-0.07459273	20.73077	20.95794	81.0	0.0	21.9	25.772854	101.0	0.0	1000.0	1000.0	9.269231	10.225	84057.0	0.032963529411764704	2500004.0	0.47724086	0.72445387	1.8497201	-16.405369	0.47723734	0.72446877	1.8352693	-18.08617	2.5013802	1.8464667	37.911163	-11.656589	2.0024025	2.8663003	62.969086	-14.830667	0.50699526	0.0029897483	0.0029990943	0.0633344	-1.6359654e-06	-6.646591	0.0013062607	0.00020741974	-1.9487725	0.16227016	-2.0024025	21.947472	932.93054	39213.9933052063
51	18.303888	6.3389945	26.871742	0.5404581	22.501698	5.7393503	27.76376	0.13713823	25.333334	23.835665	103.0	0.0	28.15	23.428137	88.0	0.0	1000.0	1000.0	8.645833	10.65	85368.0	0.03283384615384615	2550004.0	0.5142333	0.71537215	1.8308436	-7.899757	0.51423556	0.7153661	1.8223351	-7.883266	2.5010698	1.8202735	40.759724	-9.306626	1.9935439	2.8782482	63.070198	-13.021195	0.4324775	0.0027525683	0.0027599353	0.062496446	1.2723797e-05	-6.5202513	0.0014809903	0.00034659554	-2.073162	0.15469773	-1.9935441	21.943508	921.5299	40134.6429066658
52	20.713436	5.9670796	28.072662	4.0796394	23.76917	6.039588	28.737007	2.0760741	20.788462	26.781406	115.0	0.0	25.225	17.41334	63.0	0.0	1000.0	1000.0	10.019231	11.65	86354.0	0.03258641509433962	2600004.0	0.5473186	0.7217863	1.8615901	-9.522823	0.54731655	0.7217613	1.8565975	-9.6728115	2.5003483	1.7950515	42.249184	-20.62502	2.000146	2.8344507	68.19837	-15.306661	0.4181153	0.0030289325	0.0030389733	0.063984916	3.0020174e-06	-6.4977465	0.0015194351	0.000605441	-2.0800114	0.1764752	-2.0001457	22.590916	923.119	41057.18619441986
53	21.697557	5.793455	28.809362	1.2346958	18.742704	8.744474	28.236885	-0.16885604	14.625	15.213241	66.0	0.0	19.05	17.690323	67.0	0.0	1000.0	1000.0	10.541667	9.25	87124.0	0.03226814814814815	2650004.0	0.5251576	0.7311841	2.3982878	-9.309831	0.5251536	0.7312155	1.889261	-9.630074	2.5005383	1.7580556	44.68673	-20.8296	1.9919015	2.7907329	77.002205	-12.23972	0.36097258	0.0033919923	0.0033880835	0.06255831	1.3862671e-05	-6.5934987	0.0013796219	0.00028273248	-2.1559193	0.15011781	-1.9919013	22.467907	928.05347	41985.18073105812
54	19.755802	5.799242	27.369118	4.1695724	20.824482	7.713258	28.15957	-0.2202282	25.307692	30.03686	185.0	0.0	22.6	21.086489	99.0	0.0	1000.0	1000.0	9.307693	10.0	88372.0	0.03213527272727273	2700004.0	0.5206514	0.7117441	1.8309304	-8.080662	0.52065593	0.71175176	1.8234578	-7.838605	2.5001512	1.7703315	43.39907	-11.478284	1.9933093	2.7403302	63.315407	-13.627231	0.48112965	0.0029926242	0.0029926838	0.062599055	1.6045846e-05	-6.521834	0.001487919	0.00085014803	-2.0442293	0.1992444	-1.9933094	22.4189	926.3625	42911.69520664215
55	23.087189	4.2089176	28.468622	8.041967	21.470621	5.5690045	28.389996	2.5614529	18.5625	17.176662	62.0	0.0	31.225	27.731289	116.0	0.0	1000.0	1000.0	11.104167	10.025	89276.0	0.03188428571428571	2750004.0	0.6264477	0.68618715	4.375897	-10.595523	0.62644374	0.68619734	4.280541	-10.11473	2.500195	1.7899038	49.36956	-12.644926	2.003882	2.7180173	76.71718	-12.564631	0.24806869	0.002845091	0.0028439434	0.06526505	-2.7138287e-06	-6.495625	0.001519049	0.00059471186	-2.3219693	0.1441033	-2.003882	21.140743	921.238	43832.68339371681
56	22.337002	4.6369905	28.189491	8.728018	19.992722	8.303939	28.440323	-0.18043725	16.51923	17.969515	69.0	0.0	24.775	22.841286	79.0	0.0	1000.0	1000.0	10.807693	9.725	90122.0	0.031621754385964915	2800004.0	0.6707978	0.70550996	2.3412347	-12.037436	0.67080593	0.70550156	1.9372782	-12.215143	2.5001187	1.7328444	42.477333	-11.360791	1.9984803	2.6590285	83.53369	-13.586438	0.13557246	0.0031658253	0.0031785388	0.06303536	4.0658824e-06	-6.6018095	0.0013648679	0.00026417425	-2.3750868	0.12861136	-1.9984804	22.191387	932.744	44765.92442178726
57	22.493736	5.612423	27.656221	2.2332184	21.780142	8.155344	28.07766	0.19499733	16.875	21.087738	97.0	0.0	17.05	17.92059	65.0	0.0	1000.0	1000.0	10.833333	10.4	90988.0	0.031375172413793104	2850004.0	0.7250843	0.6947917	1.904366	-12.18575	0.7250839	0.6948211	2.035837	-10.99221	2.5006711	1.7147897	43.849606	-14.227754	1.9919065	2.6334627	69.150246	-14.669952	-0.015581616	0.002927843	0.0029181459	0.06273258	1.3746523e-05	-6.5646205	0.0014164657	0.00022654938	-2.8002207	0.087795615	-1.9919065	21.838486	921.77954	45687.264239788055
58	21.858747	5.8607903	28.128244	4.705704	24.256943	4.778739	30.468746	2.0680215	23.442308	22.153671	79.0	0.0	32.5	31.667807	181.0	0.0	1000.0	1000.0	10.346154	11.275	92151.0	0.031237627118644067	2900004.0	0.7821419	0.7153896	1.9519236	-13.360628	0.7821415	0.7153661	1.9954108	-12.896508	2.4994326	1.7433876	45.39227	-11.820693	2.0026846	2.5867643	66.487915	-12.55412	-0.13616055	0.0031023137	0.0031109317	0.06458544	-1.0982282e-06	-6.5282273	0.0014674295	0.00037314888	-3.1205223	0.069403045	-2.0026844	21.911554	922.13904	46609.71090912819
59	21.949036	6.121751	29.902948	4.8409314	21.052816	7.230449	28.202805	2.3381944	19.083334	20.416327	88.0	0.0	18.05	16.64174	74.0	0.0	1000.0	1000.0	10.541667	9.95	93067.0	0.031022333333333332	2950004.0	0.8085663	0.71583366	2.0062096	-18.65052	0.8085623	0.71588975	2.003946	-18.435501	2.500481	1.7067976	36.76493	-9.408689	2.000515	2.5552409	60.620884	-13.365963	-0.09569495	0.0031026895	0.0030744062	0.06325451	1.4683807e-06	-6.5488443	0.0014386919	0.00022797789	-2.9704368	0.09217802	-2.000515	22.424843	927.12024	47536.47685265541
60	21.664158	6.511783	29.435995	0.15025032	19.313217	8.166791	28.55149	-1.2899047	25.75	31.918089	196.0	0.0	29.175	75.92987	491.0	0.0	1000.0	1000.0	10.192307	9.325	94406.0	0.0309527868852459	3000004.0	0.82407904	0.6998101	2.2338796	-26.301725	0.8240825	0.69981253	2.725658	-26.589537	2.5010207	1.6682256	41.747074	-18.449663	1.990205	2.5950742	68.99379	-14.538264	-0.12854385	0.0029229575	0.0029382403	0.060957056	1.7219621e-05	-6.5905633	0.0013810315	0.00020855892	-2.7916272	0.08895185	-1.990205	21.19555	921.58435	48459.81141209602
61	22.362066	4.556994	27.94565	8.177425	19.878632	7.6482754	27.688492	0.24828757	26.854166	32.508965	197.0	0.0	31.225	41.331276	254.0	0.0	1000.0	1000.0	10.541667	9.375	95785.0	0.030898387096774192	3050004.0	0.83842206	0.7054479	2.0224483	-32.841217	0.8384164	0.70545983	2.0461879	-30.362095	2.5009303	1.6590351	55.018585	-11.725782	1.9967979	2.512792	66.64055	-14.26653	-0.11266094	0.0029836225	0.0030030455	0.059465874	5.858426e-06	-6.608681	0.0013539557	0.00022793336	-2.508967	0.102013186	-1.9967979	20.13565	929.2554	49388.19031381607
62	22.352428	4.3330913	28.591774	11.043778	22.532736	5.095564	28.927683	6.1682634	30.26923	26.121841	89.0	0.0	36.375	28.2946	115.0	0.0	1000.0	1000.0	10.461538	10.55	97269.0	0.03087904761904762	3100004.0	0.8697423	0.68133044	2.03006	-16.961374	0.86974376	0.68127674	2.0424263	-16.620588	2.5002623	1.7110529	57.407616	-11.859857	2.0039186	2.535975	67.28035	-12.670789	-0.232695	0.0028429285	0.0028713287	0.061765295	-2.9364317e-06	-6.6083655	0.0013546564	0.00013512337	-2.9874492	0.06473165	-2.0039184	20.364868	928.9384	50316.2192697525
63	22.613464	4.7494106	28.337294	9.629992	23.614254	3.6689599	28.280159	8.747632	35.6875	28.381447	133.0	0.0	35.45	31.137558	148.0	0.0	1000.0	1000.0	10.708333	11.125	99099.0	0.0309684375	3150004.0	0.9486581	0.63962567	3.4064195	-8.224745	0.94865906	0.6396084	2.3923538	-8.964114	2.4994166	1.6627084	51.35176	-11.398876	1.99106	2.5221765	59.125866	-13.635294	-0.28455007	0.0021976128	0.0022035483	0.060394574	1.582186e-05	-6.6193585	0.001343893	0.0005537152	-3.0009685	0.0943542	-1.99106	20.345352	924.6072	51241.1952354908
64	23.84205	4.366877	28.17239	-0.20224608	21.319036	7.7610207	28.272348	-0.17375275	27.403847	27.75044	118.0	0.0	12.0	11.344602	38.0	0.0	1000.0	1000.0	11.615385	10.175	100407.0	0.030894461538461537	3200004.0	1.0403951	0.6244594	2.2101133	-8.078168	1.0403905	0.624461	2.2148004	-7.7087445	2.5005412	1.6724688	42.99418	-10.148787	1.9984154	2.4621875	57.215523	-12.980448	-0.40245572	0.0018979512	0.0018905709	0.06159767	4.1815024e-06	-6.602327	0.0013616967	0.00016552265	-2.9987247	0.06981565	-1.9984156	20.963985	924.8085	52165.95047712326
65	23.212008	3.6681345	29.05105	13.141483	23.970531	5.522877	29.024721	5.2253814	28.479166	22.329903	89.0	0.0	19.025	17.917152	63.0	0.0	1000.0	1000.0	11.083333	11.825	101802.0	0.03084909090909091	3250004.0	1.1228975	0.62768364	2.2704456	-10.067185	1.1228981	0.62766093	2.2756023	-12.163294	2.4996452	1.6298352	43.71875	-13.822733	2.000129	2.4883645	78.493256	-13.100292	-0.5422213	0.00196913	0.0019772644	0.06032443	1.569258e-06	-6.5775075	0.0013981848	0.00020721219	-3.1919913	0.067498975	-2.000129	21.915466	930.1923	53096.06701755524
66	23.770329	3.1335797	28.149218	9.991605	24.971218	3.5896807	31.122969	6.296124	24.26923	21.046757	86.0	0.0	18.4	17.343298	55.0	0.0	1000.0	1000.0	11.134615	12.075	103036.0	0.030757014925373135	3300004.0	1.1642057	0.63898766	2.350392	-14.60725	1.1642092	0.6389881	2.3181925	-14.988537	2.4996965	1.6135104	41.167744	-13.572194	1.9898355	2.4752278	72.38502	-14.431141	-0.5420693	0.0021749223	0.0021751309	0.059514873	1.8551675e-05	-6.562396	0.0014214433	0.0003677938	-2.9898484	0.08399252	-1.9898356	20.698116	923.29675	54019.32916736603
67	23.472494	4.5976753	29.897072	3.616926	25.339535	3.9542234	29.12159	10.250224	28.020834	25.407093	102.0	0.0	34.15	25.910954	94.0	0.0	1000.0	1000.0	11.270833	12.025	104403.0	0.030706764705882354	3350004.0	1.175937	0.67123765	2.3064556	-29.784758	1.1759381	0.67117184	2.3015122	-31.480688	2.4994926	1.5884677	42.986088	-10.513823	1.9794742	2.4808187	53.634617	-12.766452	-0.5460041	0.0025999674	0.0026473992	0.059331637	4.0282277e-05	-6.510745	0.0015029667	0.00050811603	-2.94276	0.09586839	-1.9794744	21.930023	922.0953	54941.35768532753
68	23.41315	5.0191436	27.91402	0.4005235	21.911	7.3007255	28.614979	0.7369523	22.211538	24.544573	97.0	0.0	17.6	17.518276	70.0	0.0	1000.0	1000.0	11.326923	10.675	105536.0	0.03059014492753623	3400004.0	1.2036463	0.65598094	2.2746797	-20.595417	1.2036471	0.65598506	2.2702374	-22.812946	2.5010543	1.5955744	44.256664	-9.885408	2.0042052	2.440068	66.50468	-12.324436	-0.663413	0.0022820435	0.0022813312	0.060512695	-3.7077177e-06	-6.5659227	0.0014144635	6.273279e-05	-3.4073312	0.040303912	-2.0042055	22.002548	928.72766	55870.14832186699
69	22.675344	5.003429	28.199919	6.460246	18.967	8.27052	28.255688	1.0872724	21.375	22.863384	98.0	0.0	9.6	13.207574	59.0	0.0	1000.0	1000.0	10.895833	9.175	106580.0	0.03045142857142857	3450004.0	1.2223103	0.66634464	2.3341885	-18.819809	1.2223104	0.6663172	2.367044	-18.624228	2.5013082	1.587894	46.528534	-8.663392	1.9980216	2.392745	66.844955	-13.576971	-0.60569096	0.0023946492	0.002420873	0.05955912	4.724477e-06	-6.561054	0.0014185031	5.3405267e-05	-2.9427931	0.071480244	-1.9980217	22.560043	923.3299	56793.40207529068
70	21.03725	5.6922646	29.108515	3.0468762	21.425314	7.576762	28.77798	-0.12931126	33.26923	45.703526	321.0	0.0	15.725	24.08629	114.0	0.0	1000.0	1000.0	9.826923	10.4	108292.0	0.030504788732394365	3500004.0	1.1933706	0.68219674	2.357537	-25.360697	1.1933668	0.6821827	2.361937	-26.424702	2.499007	1.615647	46.1684	-18.643435	1.9875928	2.45634	64.81826	-13.226194	-0.50348306	0.002680099	0.0026859753	0.060458858	2.3945611e-05	-6.530463	0.0014696447	0.00052283215	-2.7460945	0.11880552	-1.9875928	21.955591	923.4896	57718.01747941971
71	21.761816	5.594874	28.24937	0.43039343	22.504126	7.2459435	28.256403	2.1811068	26.666666	26.904408	156.0	0.0	13.85	16.472021	63.0	0.0	1000.0	1000.0	10.166667	10.825	109657.0	0.030460277777777777	3550004.0	1.1600714	0.7074546	2.2963352	-39.83397	1.1600704	0.70724624	2.2987936	-37.78617	2.4995298	1.6090717	43.57892	-23.24702	2.0052898	2.432685	78.24466	-13.106823	-0.57900274	0.003551336	0.0036123362	0.060104355	-6.2845397e-06	-6.5357523	0.0014542859	0.0001999572	-2.9850652	0.07028996	-2.0052893	21.734577	924.34937	58641.558000802994
72	23.151701	5.1309958	27.706474	0.60032934	22.69128	7.230099	27.97881	0.06855579	21.25	34.41929	218.0	0.0	22.025	28.859562	128.0	0.0	1000.0	1000.0	11.115385	10.925	110677.0	0.030322465753424656	3600004.0	1.134059	0.68590164	2.2506115	-42.750885	1.1340586	0.6856909	2.2709394	-40.773666	2.500233	1.5867915	36.80853	-19.34214	1.992825	2.466992	83.38867	-12.803003	-0.5616077	0.0031523004	0.0032886036	0.059744347	1.2719011e-05	-6.5725513	0.0014047882	0.00016085968	-3.2489674	0.062035635	-1.992825	21.879274	926.6771	59567.9355404377
73	23.972387	3.8194602	28.482275	8.838933	21.27004	8.046543	29.617836	0.009079731	22.125	22.305292	73.0	0.0	13.1	20.995	87.0	0.0	1000.0	1000.0	11.5	10.15	111775.0	0.03020945945945946	3650004.0	1.1257119	0.70092225	2.2600985	-40.080837	1.1257094	0.7010161	2.2495208	-39.670742	2.4985383	1.5705951	41.271	-13.412865	1.9750183	2.5252702	83.353165	-12.49441	-0.4945991	0.0036608672	0.003641209	0.0576637	5.363273e-05	-6.5018063	0.0015268114	0.0009161777	-3.4619513	0.10658498	-1.9750184	22.604954	924.03564	60492.11991643906
74	24.401052	3.2364998	28.473139	12.574493	25.547525	2.2792466	30.68916	19.378641	23.846153	22.566471	90.0	0.0	21.525	22.605295	82.0	0.0	1000.0	1000.0	11.865385	12.025	112979.0	0.030127733333333333	3700004.0	1.1580058	0.66384166	2.2397685	-31.515999	1.1580104	0.66375285	2.242116	-31.098835	2.50007	1.5660579	34.298126	-9.751854	1.9991497	2.4651349	90.501724	-15.773399	-0.6118245	0.0026835813	0.0026677581	0.056709375	2.8351121e-06	-6.5845637	0.0013854757	0.0001122604	-3.138018	0.061763722	-1.9991497	22.27405	924.4801	61416.55878710747
