Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
31	0.77524734	1.4243652	5.193329	-1.8879931	1.261987	1.9553702	7.816487	-0.8179182	34.979168	99.59219	491.0	0.0	22.35	70.320175	381.0	0.0	1000.0	1000.0	0.5	0.625	40522.0	0.02532625	1550004.0	-1.2716922	0.53771394	0.2936517	-11.181644	-1.2716926	0.53769827	0.34606606	-12.227878	1.825513	2.293179	42.52562	-22.678144	1.5821434	5.1039205	310.8889	1e-08	1.9791222	4.3982844	113.42567	-12.539013	1.7296319	0.0011607015	0.0011723932	0.068373166	0.23481809	4.442008e-05	-6.3730454	0.0017860881	9.229489e-15	-18.420683	3.2527377e-13	-1.9791224	21.125084	709.6918	21625.678512334824
32	0.95560896	1.5304842	5.7631145	-0.9079292	0.5532712	1.2627198	6.41384	-0.7838959	21.326923	104.48201	720.0	0.0	83.375	221.93407	886.0	0.0	1000.0	1000.0	0.5576923	0.35	41608.0	0.025216969696969696	1600004.0	-1.3048356	0.5904977	0.50265986	-16.497509	-1.3048352	0.59044117	0.33104175	-16.271023	1.819146	2.3161817	51.892982	-33.644543	1.6225041	4.987651	314.4381	1e-08	1.960965	4.3298306	78.56149	-12.691331	1.77404	0.0014655405	0.0014968717	0.06965244	0.23807918	7.2213e-05	-6.3536263	0.001795705	8.891741e-15	-18.420683	3.140041e-13	-1.960965	21.122194	705.9391	22331.483838558197
33	1.0903522	2.0489495	7.8334064	-1.8995636	0.34317288	1.8353472	5.612765	-2.9179134	22.416666	65.38311	256.0	0.0	15.4	83.46579	535.0	0.0	1000.0	1000.0	0.6875	0.475	42684.0	0.025108235294117646	1650004.0	-1.377173	0.6520919	0.6005761	-14.818697	-1.3771728	0.6520847	0.55593634	-15.601137	1.813641	2.2713368	61.6944	-22.985914	1.6382499	4.867205	208.68336	1e-08	1.9913112	4.372029	106.32111	-13.153279	1.7057166	0.0015962042	0.0016006579	0.06893727	0.23390736	1.661501e-05	-6.360875	0.0017704164	9.7896265e-15	-18.420683	3.018723e-13	-1.9913112	21.270597	702.7692	23034.324336767197
34	0.43145388	1.2291107	3.6252916	-1.4359729	0.19450518	1.3001602	4.5347924	-2.790785	30.307692	72.24146	403.0	0.0	46.6	169.85051	898.0	0.0	1000.0	1000.0	0.32692307	0.325	44260.0	0.025291428571428572	1700004.0	-1.408008	0.65787905	0.24208248	-14.736991	-1.4080087	0.65785605	0.22439617	-15.000428	1.8274959	2.3132925	58.129192	-19.933823	1.5832431	4.52051	231.29515	1e-08	1.9676697	4.362945	80.17162	-13.685025	1.6995221	0.0014768157	0.001487532	0.06936696	0.23754688	6.240274e-05	-6.365528	0.0018071976	1.0463758e-14	-18.420683	2.898841e-13	-1.96767	21.0657	711.89935	23746.303760766983
35	0.8828106	1.2958217	5.4467845	-1.1565752	0.6904103	1.1928468	4.4299417	-0.9345589	7.3125	23.325733	119.0	0.0	58.575	147.42317	678.0	0.0	1000.0	1000.0	0.5625	0.45	44611.0	0.02478388888888889	1750004.0	-1.3727497	0.63511217	0.8047385	-14.7117405	-1.3727497	0.6350953	0.8693688	-14.582493	1.8518568	2.2756648	53.45118	-22.83875	1.4987186	4.252301	253.61166	1e-08	2.0060523	4.5495095	85.449814	-13.208735	1.6853964	0.0013009418	0.0013145227	0.06916417	0.23786011	-5.9118843e-06	-6.287693	0.0019228469	9.266069e-15	-18.420683	2.790723e-13	-2.0060518	21.431053	706.3904	24452.574615478516
36	1.0556144	1.784856	6.0146327	-1.0638049	0.53602594	1.8501401	7.3831687	-2.994246	19.846153	72.55777	500.0	0.0	5.5	31.01532	198.0	0.0	1000.0	1000.0	0.63461536	0.45	45643.0	0.02467189189189189	1800004.0	-1.3472131	0.6071163	1.0770268	-12.148905	-1.3472123	0.60710347	1.2012333	-12.106278	1.8604487	2.058349	47.694843	-21.787832	1.4535486	4.398883	218.02495	1e-08	1.9860551	4.401529	81.606094	-11.875888	1.2627264	0.0012599	0.0012762314	0.06404436	0.22126028	3.205454e-05	-6.195973	0.0020853013	1.14121325e-14	-18.420683	2.674844e-13	-1.9860547	21.1306	705.4013	25157.99928331375
37	0.48282704	1.6060289	6.721407	-3.1018422	1.2468865	1.9822928	7.4801197	-1.3605465	17.666666	75.57263	502.0	0.0	12.85	49.273495	311.0	0.0	1000.0	1000.0	0.45833334	0.725	46491.0	0.024468947368421052	1850004.0	-1.3147339	0.5834153	0.48999923	-11.818777	-1.3147347	0.5833854	0.65860885	-11.81616	1.8601762	2.0220716	48.27301	-16.352842	1.5163913	4.5866375	169.33853	1e-08	1.9875425	4.2660875	94.83087	-10.419304	1.3128685	0.0011259214	0.0011365219	0.062033985	0.2180278	2.8766428e-05	-6.304835	0.0018581329	9.818094e-15	-18.420683	2.564721e-13	-1.9875422	21.23834	700.66925	25858.893585205078
38	0.762898	1.6032995	5.7163653	-1.2348758	1.2172716	1.6294731	4.927147	-0.9923494	23.903847	79.698296	528.0	0.0	29.4	118.128494	621.0	0.0	1000.0	1000.0	0.5	0.65	47734.0	0.024478974358974358	1900004.0	-1.2238665	0.5206548	0.1346283	-12.382292	-1.2238674	0.5206432	0.4296245	-12.088318	1.8062599	2.0269945	46.113903	-23.390577	1.7499624	5.249515	243.15968	1e-08	1.983239	4.1996145	81.77433	-12.67812	1.2148346	0.0009572703	0.00096469116	0.06335111	0.21612875	3.3216034e-05	-6.344934	0.001787911	9.641661e-15	-18.420683	2.46539e-13	-1.9832387	21.124163	703.9958	26562.856129169464
39	0.7027661	1.8761908	8.718471	-2.2422633	0.7564486	1.4378955	5.2804823	-1.7927898	41.645832	82.4256	362.0	0.0	58.5	186.45709	912.0	0.0	1000.0	1000.0	0.5	0.55	49750.0	0.024875	1950004.0	-1.1975999	0.5018162	0.6031454	-10.83334	-1.1975985	0.5017934	0.36452407	-11.364649	1.7743803	2.0368512	56.706318	-12.182418	1.8056043	5.2433743	330.34326	1e-08	1.9761897	4.164832	96.664665	-12.483813	1.1469342	0.0010597302	0.0010731198	0.06388285	0.21609099	4.0137187e-05	-6.440962	0.0016435736	9.616379e-15	-18.420683	2.3718516e-13	-1.9761897	20.600643	704.8331	27267.653564691544
40	1.5791206	2.6198785	11.665263	-1.688674	1.8089844	2.6104548	11.075513	-1.195476	27.692308	69.389244	329.0	0.0	5.35	13.497315	64.0	0.0	1000.0	1000.0	0.9423077	1.1	51173.0	0.024962439024390243	2000004.0	-1.1885883	0.49151093	0.6961812	-16.276844	-1.1885885	0.49150014	1.1129134	-16.383677	1.8112106	1.9854255	57.715996	-21.975004	1.6520355	5.02154	318.5035	1e-08	1.9739329	4.250706	103.942	-15.244208	1.353936	0.0011615796	0.0011716296	0.06377579	0.21515942	3.6741112e-05	-6.5590177	0.0014635419	6.917491e-15	-18.420683	2.296545e-13	-1.973933	20.903746	707.8998	27976.754462718964
41	1.6633091	2.8883858	15.958097	-1.0716212	1.3074495	2.0010788	8.744177	-1.0541949	25.375	64.26269	295.0	0.0	14.1	69.8741	447.0	0.0	1000.0	1000.0	0.9166667	0.675	52405.0	0.024954761904761903	2050004.0	-1.1610067	0.464782	1.1349964	-16.188745	-1.1610086	0.46477863	1.0998969	-16.882368	1.8159097	2.0226455	61.26573	-18.010336	1.6322004	4.861608	337.7534	1e-08	1.9919803	4.2362294	110.67816	-12.940037	1.4766904	0.0010241516	0.0010293184	0.06497165	0.21728137	1.4570774e-05	-6.541352	0.0014892608	5.6078354e-15	-18.420683	2.239349e-13	-1.9919803	21.186766	707.6212	28683.042068958282
42	1.0215231	1.6506824	4.625478	-1.7380577	0.66949654	1.4820542	6.0118585	-1.0694003	24.134615	79.02215	542.0	0.0	19.425	116.24261	745.0	0.0	1000.0	1000.0	0.61538464	0.475	53646.0	0.024951627906976744	2100004.0	-1.0828258	0.43070626	1.4655802	-14.173583	-1.0828221	0.43069598	1.4325278	-14.53194	1.8167833	2.0188873	60.93202	-12.438595	1.6416374	5.0208154	474.95255	1e-08	1.9956031	4.193374	85.64424	-13.103445	1.4313381	0.0009163189	0.000912933	0.064047195	0.21447276	9.656103e-06	-6.6275177	0.0013503219	5.1081097e-15	-18.420683	2.1930531e-13	-1.9956031	21.132977	703.8544	29386.89587187767
43	1.4457256	2.1463308	8.202476	-1.0227027	0.88068074	1.5267221	6.002511	-0.81414896	8.4375	22.283127	111.0	0.0	14.575	62.396267	337.0	0.0	1000.0	1000.0	0.7916667	0.6	54204.0	0.02463818181818182	2150004.0	-1.0123256	0.41538173	0.8842697	-14.210331	-1.0123264	0.41535023	0.8718836	-13.791769	1.8705113	1.9863814	56.097893	-12.648133	1.4381537	4.7172356	478.2627	1e-08	2.0014017	4.3286433	82.84914	-14.198975	1.2488971	0.00089944724	0.0009041211	0.060021143	0.20960313	-4.7122885e-06	-6.631343	0.0013586761	5.6788507e-15	-18.420683	2.1455958e-13	-2.0014017	21.454002	706.29736	30093.35030579567
44	1.7646433	2.6838963	9.212704	-0.76107794	1.9552538	2.6943753	14.290683	-1.4438698	21.115385	54.712063	280.0	0.0	33.475	103.50507	573.0	0.0	1000.0	1000.0	0.9230769	1.025	55149.0	0.024510666666666667	2200004.0	-0.97602767	0.41347167	1.2345386	-15.332888	-0.97602874	0.41348943	1.2332088	-15.325115	1.8923826	1.9832538	47.24186	-15.386132	1.3705732	4.729663	480.21924	1e-08	1.9462374	4.453704	100.53453	-11.169373	1.229809	0.0010627294	0.0010555784	0.060659308	0.21007667	7.071902e-05	-6.677384	0.0013482992	5.325338e-15	-18.420683	2.0982582e-13	-1.9462377	21.322626	706.37024	30799.584835767746
45	1.6742378	2.1086185	7.8433714	-1.3550441	2.1019492	2.8390064	12.24005	-0.8800327	25.833334	82.89008	552.0	0.0	41.125	126.18383	723.0	0.0	1000.0	1000.0	0.9583333	1.025	56440.0	0.02453913043478261	2250004.0	-0.9662948	0.41801915	1.2446579	-18.881453	-0.9662925	0.4180464	1.0817792	-19.609684	1.8982822	1.9691502	51.624542	-16.873194	1.3265333	4.7475567	511.7736	1e-08	1.9925703	4.1727777	78.57764	-13.438807	1.2020737	0.001037383	0.0010441464	0.061013125	0.2108016	2.0955904e-05	-6.5486465	0.001484835	5.355015e-15	-18.420683	2.0544483e-13	-1.9925702	21.126564	710.77454	31510.42098736763
46	2.207937	2.94081	14.022248	-1.0028893	2.612011	3.5980887	12.028226	-1.0552735	20.826923	54.098812	217.0	0.0	45.3	116.22956	588.0	0.0	1000.0	1000.0	1.1538461	1.325	57472.0	0.024456170212765957	2300004.0	-0.93030256	0.40852782	1.0191472	-13.034666	-0.93030596	0.40853915	1.0261668	-13.682135	1.8944565	1.9572933	49.806805	-11.70148	1.3466313	4.872936	557.697	1e-08	1.99494	4.217164	83.58438	-11.543836	1.1347351	0.0009205179	0.0009117026	0.060431033	0.20826238	9.0013245e-06	-6.5068254	0.0015267491	5.4511072e-15	-18.420683	2.009995e-13	-1.9949402	21.59241	714.02	32224.483164787292
47	1.8659576	2.936542	16.671566	-1.1257877	1.462055	2.5716023	14.202655	-0.77813137	33.208332	134.48776	920.0	0.0	48.15	155.12714	938.0	0.0	1000.0	1000.0	0.9583333	0.7	59079.0	0.02461625	2350004.0	-0.9275446	0.44092947	1.2526422	-25.351963	-0.9275413	0.4410271	0.93013597	-25.44181	1.9019215	1.9388518	40.71792	-14.408043	1.359899	5.0577354	533.62335	1e-08	1.9760756	4.1594872	82.25034	-13.024961	1.1295679	0.0013110714	0.0012865723	0.06157531	0.20912032	3.643676e-05	-6.576799	0.0014367045	5.2528227e-15	-18.420683	1.9662409e-13	-1.9760756	21.14891	705.45404	32929.892166376114
48	1.6788818	2.4417713	11.871397	-1.000459	1.734821	3.0325856	13.237489	-1.1466093	33.46154	68.41965	353.0	0.0	26.1	102.58651	642.0	0.0	1000.0	1000.0	0.84615386	0.85	60806.0	0.02481877551020408	2400004.0	-0.9872966	0.4987627	1.5164957	-24.701065	-0.98729944	0.4987855	1.4845047	-27.079432	1.8883547	1.8708546	48.549965	-13.014994	1.402406	5.203474	502.66068	1e-08	1.9876199	4.051608	84.730644	-11.800526	1.074534	0.0014947726	0.0015235376	0.06133882	0.20305766	2.2544607e-05	-6.4923363	0.0015473091	5.6595574e-15	-18.420683	1.9242222e-13	-1.9876196	21.09216	705.58905	33635.393426179886
49	1.4788536	2.4152558	10.986801	-0.714411	1.3471699	2.1787136	8.2660885	-0.9422848	51.875	147.48933	829.0	0.0	36.6	148.55803	940.0	0.0	1000.0	1000.0	0.7291667	0.7	63296.0	0.0253184	2450004.0	-1.0324286	0.50170463	2.2730749	-19.864077	-1.0324286	0.50160396	1.7157071	-19.222313	1.8693162	1.8192481	52.943275	-10.4521	1.4722681	5.039037	394.11002	1e-08	1.9907835	4.0060663	99.666046	-11.600155	1.2257243	0.001305459	0.0013436816	0.059310086	0.19768308	1.7654726e-05	-6.53545	0.0014811417	4.481229e-15	-18.420683	1.8860369e-13	-1.9907835	21.124575	707.2572	34342.63350605965
50	1.6190192	1.9262754	9.026603	-0.55700886	2.5980241	3.329677	17.629635	-0.28754485	38.826923	101.09909	455.0	0.0	49.025	135.57884	600.0	0.0	1000.0	1000.0	0.78846157	1.275	65315.0	0.02561372549019608	2500004.0	-1.0045986	0.48788	1.9617296	-15.979571	-1.0045978	0.48790357	2.443395	-16.557077	1.898607	1.8397517	47.84782	-11.617159	1.4198962	4.868238	291.93906	1e-08	1.9873297	4.0525494	100.832565	-12.880448	1.2213094	0.0010935552	0.0010932673	0.05820743	0.1974955	1.7529399e-05	-6.604579	0.0013984515	4.248247e-15	-18.420683	1.853344e-13	-1.9873297	20.4444	708.6854	35052.148995637894
51	2.2140796	2.4941475	9.5567875	-0.9268628	0.79142785	1.2780269	5.477509	-0.5645234	28.875	121.58528	837.0	0.0	29.2	77.20985	328.0	0.0	1000.0	1000.0	1.1041666	0.475	66878.0	0.025722307692307694	2550004.0	-0.9767395	0.4891738	0.74628013	-15.897075	-0.976739	0.48923352	0.8159521	-15.06932	1.9243221	1.7919483	54.07036	-11.467354	1.4010555	4.791034	265.75174	1e-08	1.9926782	4.0841126	79.135925	-13.801512	1.2657473	0.0011834825	0.0011734139	0.055544242	0.19155401	1.2725227e-05	-6.6618457	0.0013072448	3.3708303e-15	-18.420683	1.8262658e-13	-1.9926782	20.942184	717.989	35769.380726099014
52	1.3494257	1.6689141	9.482997	-1.3926243	1.7157913	2.349626	7.6670184	-1.5114084	41.557693	110.83398	539.0	0.0	26.9	124.803	801.0	0.0	1000.0	1000.0	0.6923077	0.875	68862.0	0.02598566037735849	2600004.0	-0.9519628	0.47481883	0.62984836	-16.790089	-0.95196205	0.4748305	0.6150232	-16.602983	1.9537375	1.659403	73.18646	-12.2171	1.297008	4.3891077	220.87956	1e-08	1.996388	3.8938675	100.49515	-12.030134	1.3181254	0.0011277777	0.0011381134	0.049392875	0.17370461	8.460683e-06	-6.741226	0.001201684	2.0805696e-15	-18.420683	1.8061876e-13	-1.996388	21.14254	706.2964	36475.69449663162
53	1.4334289	2.4605286	10.84316	-1.4252902	2.122424	2.5445013	13.240358	-0.69339854	29.520834	93.611786	530.0	0.0	49.75	158.3281	834.0	0.0	1000.0	1000.0	0.7291667	1.15	70321.0	0.026044814814814816	2650004.0	-0.84547454	0.38804808	0.8176283	-8.868708	-0.8454734	0.388036	1.1149397	-8.59042	1.9677091	1.541789	49.46205	-19.51353	1.2611127	4.5784764	226.27562	1e-08	1.9930413	3.859835	95.223625	-12.507804	1.216761	0.0008345579	0.00084218854	0.04569266	0.16367981	1.0564909e-05	-6.8830104	0.0010421106	1.4551397e-15	-18.420683	1.7941943e-13	-1.9930414	21.22429	706.7825	37182.44603705406
54	1.8503609	2.5946052	12.868595	-1.2394298	1.5013297	2.554715	13.306661	-1.381265	34.634617	89.20505	432.0	0.0	19.95	74.71946	453.0	0.0	1000.0	1000.0	1.0576923	0.825	72080.0	0.02621090909090909	2700004.0	-0.72732943	0.35166204	1.1713045	-8.502951	-0.7273302	0.35165492	1.029055	-9.615604	1.9840909	1.5353718	43.94762	-17.798677	1.2285243	4.8413086	260.1723	1e-08	1.9855859	4.1524124	83.32853	-11.910573	1.1880038	0.00068044465	0.0006821826	0.046147104	0.16691552	1.5999727e-05	-6.952965	0.000976981	8.362472e-16	-18.420683	1.7845949e-13	-1.9855859	21.014687	704.8711	37887.43765711784
55	2.7913907	3.417201	13.545571	-1.1061982	2.6893902	3.6167986	14.890197	-0.6845161	15.729167	58.10183	370.0	0.0	21.575	82.37593	522.0	0.0	1000.0	1000.0	1.4583334	1.325	72839.0	0.02601392857142857	2750004.0	-0.6370149	0.3359956	2.3200426	-8.374662	-0.6370153	0.3359827	2.0857673	-8.26856	1.9914536	1.5337769	50.949642	-21.196167	1.1624428	4.3852053	233.04578	1e-08	1.9757237	4.214654	76.38365	-12.571764	1.0787779	0.00067440246	0.00067568885	0.046011798	0.16595203	2.6022777e-05	-7.0178113	0.00092598586	9.365391e-16	-18.420683	1.7785675e-13	-1.9757237	21.293175	705.81	38593.10380411148
56	5.1855416	5.539047	23.905561	-0.6446184	1.9780037	2.4584143	9.6608515	-1.1571463	8.519231	14.12103	55.0	0.0	19.475	73.80989	468.0	0.0	1000.0	1000.0	2.7115386	1.15	73278.0	0.025711578947368422	2800004.0	-0.5913338	0.3535172	2.6720045	-9.319935	-0.59133565	0.3535476	2.6301508	-9.550547	1.9946344	1.4026664	59.64491	-14.287937	1.1370543	4.090238	212.82355	1e-08	1.9893067	4.081952	84.64962	-12.647726	0.93225294	0.0007933524	0.0007830064	0.04200897	0.15451501	9.767434e-06	-7.0858426	0.00086379104	1.099216e-15	-18.420683	1.772005e-13	-1.9893066	21.286594	718.5922	39311.640266895294
57	3.556944	4.2555995	21.023827	-1.6149849	3.735234	3.5131705	11.9174185	-0.39215994	16.208334	46.95874	306.0	0.0	17.825	58.83872	364.0	0.0	1000.0	1000.0	1.8333334	1.9	74135.0	0.025563793103448276	2850004.0	-0.5564566	0.33514348	1.4784452	-8.504078	-0.55645585	0.3351525	1.4871895	-8.398636	1.9807885	1.4132829	51.70218	-12.641106	1.1419724	4.1325865	250.54158	1e-08	2.0106199	4.177858	95.80058	-14.591696	0.82079506	0.0006420451	0.0006414877	0.042825103	0.15790838	-1.0477898e-05	-6.9868407	0.0009476291	1.6787882e-15	-18.420683	1.7605574e-13	-2.0106199	21.142635	706.70886	40018.46483540535
58	4.118531	4.3077054	17.972677	-0.6243875	5.3161163	5.2735515	23.25609	-0.7728052	29.788462	87.52567	531.0	0.0	28.2	63.345165	374.0	0.0	1000.0	1000.0	2.1346154	2.7	75605.0	0.025628813559322033	2900004.0	-0.5135265	0.32266182	2.226921	-5.9187117	-0.51352656	0.32268947	2.4475183	-6.150321	2.003646	1.4420422	45.45941	-14.124773	1.0541418	3.9693422	281.63446	1e-08	1.9847572	4.3286967	133.24857	-11.861886	0.8473709	0.00059743325	0.0005956531	0.042577725	0.15858051	1.8964956e-05	-6.9094825	0.0010145135	1.2041644e-15	-18.420683	1.751766e-13	-1.9847573	21.112432	709.16614	40727.51544046402
59	4.8383217	4.013592	20.085476	-0.61103976	5.242392	6.3802547	24.905588	-0.49184853	18.083334	34.68359	202.0	0.0	20.55	84.016655	538.0	0.0	1000.0	1000.0	2.4166667	2.625	76508.0	0.025502666666666667	2950004.0	-0.49052718	0.3240123	1.7676277	-8.077827	-0.49052587	0.32404137	1.6603762	-7.6019287	2.0102522	1.3895679	42.322784	-12.096313	1.0470043	4.0462174	204.04988	1e-08	1.9749794	4.186333	85.12933	-13.201571	0.895377	0.0006762464	0.0006648552	0.03899112	0.15048885	2.5403986e-05	-7.053157	0.00088979246	4.3809338e-16	-18.420683	1.7457083e-13	-1.9749792	21.46019	707.59485	41435.30910158157
60	4.539586	4.278726	17.10245	-0.84572774	4.532517	5.0045133	18.493696	-0.5285918	29.442308	66.03595	399.0	0.0	25.4	69.0814	391.0	0.0	1000.0	1000.0	2.2692308	2.325	78004.0	0.025575081967213115	3000004.0	-0.45492202	0.32667848	1.7342145	-7.4469004	-0.45492327	0.3266798	1.8963339	-7.4194837	2.0180416	1.4136428	37.705288	-13.412197	1.0175151	3.9040375	243.24333	1e-08	1.9907241	4.025052	87.3874	-12.847735	0.970615	0.000672896	0.0006768647	0.039037053	0.14979073	9.8982955e-06	-7.066815	0.00087621436	-1.8407341e-16	-18.420683	1.7445833e-13	-1.9907241	21.075233	708.92114	42145.31952881813
61	4.3294744	4.1978602	17.047766	-0.20416895	2.89955	4.0261526	20.270239	-0.61029714	15.625	32.67174	155.0	0.0	18.325	39.873795	173.0	0.0	1000.0	1000.0	2.2083333	1.525	78779.0	0.02541258064516129	3050004.0	-0.45351362	0.3618148	1.6968743	-7.591639	-0.45351166	0.36181828	1.7765911	-7.498598	2.0082154	1.383042	41.783203	-15.304463	1.0075195	3.856012	211.02534	1e-08	1.9955225	3.95752	79.698364	-11.543747	0.900686	0.00082071015	0.0008205223	0.038433846	0.14808828	5.4416823e-06	-6.9702573	0.0009573076	1.4278752e-16	-18.420683	1.7457121e-13	-1.9955225	21.632812	713.1214	42857.28280830383
62	4.773503	4.9575973	22.181585	-1.1213384	3.868344	5.00985	19.525743	-0.333968	16.557692	44.677223	290.0	0.0	22.475	71.68751	452.0	0.0	1000.0	1000.0	2.4230769	2.0	79615.0	0.025274603174603175	3100004.0	-0.4542282	0.35130033	3.6977613	-8.611808	-0.4542303	0.35131443	3.6861706	-9.831465	1.9881281	1.3962258	46.089024	-10.46033	1.0778829	4.0815415	227.75029	1e-08	1.9886314	3.9880738	69.96892	-12.667063	0.84942603	0.0008003017	0.00079983147	0.039589785	0.15187132	1.25026645e-05	-6.9347014	0.0009902281	5.2993944e-16	-18.420683	1.743241e-13	-1.9886316	21.297598	714.43634	43571.81397509575
63	3.758173	3.7078514	14.458264	-0.4322635	4.9574337	5.288053	20.86317	-0.3152792	26.3125	66.7786	377.0	0.0	18.7	30.690554	151.0	0.0	1000.0	1000.0	1.9166666	2.55	80934.0	0.025291875	3150004.0	-0.41148356	0.34362468	4.7095613	-12.147137	-0.4114838	0.34362882	4.6424127	-12.273639	1.9639847	1.4332762	36.222057	-10.678476	1.1816491	4.3828297	259.86212	1e-08	1.9969512	4.04771	90.56441	-12.051889	0.9290925	0.00077551696	0.00076819793	0.040219232	0.15231194	4.6524133e-06	-6.9850473	0.00093904365	-1.6396943e-16	-18.420683	1.7415716e-13	-1.9969511	21.348486	707.3149	44279.00132513046
64	4.8486485	4.818752	20.50228	-0.8149557	4.5933123	5.2328386	20.856192	-0.6252123	28.01923	54.105133	296.0	0.0	76.375	203.88423	793.0	0.0	1000.0	1000.0	2.5	2.3	82335.0	0.025333846153846155	3200004.0	-0.37622243	0.350111	3.5171838	-13.979472	-0.37622142	0.35010615	3.1964257	-14.437947	1.9618323	1.4247574	40.226837	-9.750441	1.1570296	4.5112286	246.08522	1e-08	1.9956071	3.963293	99.99106	-14.077458	0.8537945	0.0008072983	0.0008119102	0.039536767	0.15121008	7.581716e-06	-6.932156	0.0009947843	1.0589088e-16	-18.420683	1.7418517e-13	-1.9956074	20.929266	707.7695	44986.712005376816
65	4.96257	4.741719	15.996037	-1.3927094	5.2476206	4.276141	16.39843	-0.67771834	35.020832	104.99176	649.0	0.0	74.075	184.73701	810.0	0.0	1000.0	1000.0	2.5208333	2.725	84108.0	0.025487272727272726	3250004.0	-0.387441	0.37581053	1.5340075	-14.413865	-0.3874406	0.37583548	1.573138	-13.600612	1.9696058	1.4628706	42.347275	-9.863664	1.1463686	4.427516	219.71361	1e-08	1.9830681	4.0879064	102.03311	-14.188048	0.92934525	0.000988198	0.0009716738	0.040381633	0.15455842	1.6908036e-05	-7.0075316	0.0009255608	-1.8519626e-16	-18.420683	1.7419069e-13	-1.9830685	21.076973	708.2625	45694.93920969963
66	5.144639	6.3751497	22.044497	-0.3966642	5.1424165	5.9881206	22.561712	-0.54991406	19.653847	50.46091	295.0	0.0	17.175	48.29332	280.0	0.0	1000.0	1000.0	2.6346154	2.675	85038.0	0.0253844776119403	3300004.0	-0.38573578	0.3878169	1.5285943	-11.7258835	-0.3857382	0.38778675	1.7069775	-10.881485	1.9776556	1.4699417	43.100704	-14.57827	1.1190193	4.2899404	236.38118	1e-08	2.0031624	4.034129	77.36445	-12.831005	1.0122143	0.0010077389	0.0010085844	0.041807022	0.15773334	-7.664263e-07	-6.986358	0.000941372	-7.938995e-16	-18.420683	1.7455449e-13	-2.0031621	21.055332	714.15674	46409.22543525696
67	5.8417087	5.1045575	19.725897	-1.0902092	5.8911047	5.4651995	20.873829	-0.4668911	19.958334	42.4735	273.0	0.0	37.025	118.09836	720.0	0.0	1000.0	1000.0	3.0416667	2.975	86014.0	0.025298235294117646	3350004.0	-0.39619976	0.38441223	1.469066	-12.625899	-0.3961972	0.38447	1.4561477	-13.783884	1.9638675	1.4995586	61.438843	-18.06199	1.1751179	4.4686766	289.04755	1e-08	1.9886357	4.0752487	81.83722	-13.153586	0.9764177	0.00096194353	0.0009641771	0.043008372	0.16199316	1.19767265e-05	-6.9932113	0.0009427153	-3.219071e-16	-18.420683	1.7509217e-13	-1.9886354	21.405146	713.9163	47123.047214984894
68	5.4051666	4.87292	19.367977	-0.4856848	4.515081	5.161131	19.934633	-0.5024099	47.21154	107.73013	594.0	0.0	16.2	45.485825	223.0	0.0	1000.0	1000.0	2.7115386	2.475	88451.0	0.025637971014492753	3400004.0	-0.3957204	0.40409362	1.3868229	-10.143076	-0.3957168	0.40407565	1.381964	-9.787162	1.9637464	1.5511156	51.132935	-11.43071	1.1664494	4.649108	264.77292	1e-08	1.9898472	4.024071	87.14499	-13.438455	1.0398107	0.0009865349	0.0010064648	0.044275988	0.16746832	1.2519691e-05	-6.8798776	0.0010691637	-5.72112e-16	-18.420683	1.7521623e-13	-1.9898472	20.901352	708.05054	47831.138573646545
69	5.0450897	4.8705926	19.0262	-0.51587224	4.706572	5.259671	20.467724	-0.7989832	42.645832	79.39471	329.0	0.0	58.0	179.92554	929.0	0.0	1000.0	1000.0	2.5833333	2.55	90509.0	0.025859714285714284	3450004.0	-0.39705223	0.40008906	1.4634678	-15.093615	-0.3970574	0.40000975	1.4968264	-15.7093935	1.9583337	1.5681815	59.93362	-11.358299	1.140855	4.619752	227.86339	1e-08	1.9897525	4.037511	100.14353	-12.028515	0.93567544	0.0009168573	0.0009349376	0.04683627	0.17357677	1.5185842e-05	-6.8059025	0.0011192993	2.7599923e-16	-18.420683	1.7541474e-13	-1.9897525	19.950478	708.28784	48539.32522344589
