Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
31	0.04497813	1.1495286	4.5862184	-1.685575	-0.15792488	0.9734254	2.4181283	-2.049644	17.4375	43.540646	243.0	0.0	38.075	114.47846	504.0	0.0	1000.0	1000.0	0.1875	0.125	54359.0	0.033974375	1550004.0	-2.0198362	1.321723	-0.55056083	-13.391601	-2.01985	1.3217316	-0.5785248	-13.679393	1.9052815	2.6768095	68.86058	-47.957558	1.6742301	6.0337224	233.26558	1e-08	2.0019777	5.0351777	107.144295	-13.695011	3.0974724	0.0023007977	0.0022795466	0.09085045	0.31146204	-1.2435407e-05	-6.1460605	0.0022535413	7.14861e-15	-18.420683	3.2279648e-13	-2.0019777	47.94963	1135.9154	30701.86888194084
32	-0.14548166	1.2418218	3.972546	-2.232971	-0.3609984	1.0271757	2.2030663	-2.0482352	41.826923	113.15624	580.0	0.0	29.45	95.34253	551.0	0.0	1000.0	1000.0	0.17307693	0.1	56228.0	0.03407757575757576	1600004.0	-1.95544	1.3113267	0.37612486	-12.8574505	-1.9554372	1.3113227	0.10255408	-11.738591	1.9264537	2.670744	75.13189	-44.63086	1.6788509	6.6390667	239.01147	1e-08	1.9864595	5.0547996	113.07371	-10.902823	3.2125015	0.0020346846	0.0020322807	0.08699877	0.3069889	3.926401e-05	-5.9951887	0.0025553484	4.813936e-15	-18.420683	3.1439264e-13	-1.9864594	50.981613	1138.7085	31840.63751244545
33	0.15774623	1.0285444	3.2197845	-1.3927405	-0.28638774	0.7405825	2.1590729	-1.6949	7.4583335	33.755222	229.0	0.0	52.525	193.43124	944.0	0.0	1000.0	1000.0	0.22916667	0.05	56633.0	0.03331352941176471	1650004.0	-1.897646	1.3167244	0.8946643	-15.482534	-1.8976444	1.3167255	0.7201946	-15.038106	1.9230614	2.5969267	76.50981	-34.572926	1.7347234	7.1826415	266.78345	1e-08	1.9565153	5.227283	118.23437	-11.706469	3.069313	0.0020858545	0.0020732912	0.083490625	0.29401782	0.00013260206	-5.987378	0.0026247464	4.925655e-15	-18.420683	3.0843205e-13	-1.9565157	50.73046	1140.8685	32981.641979932785
34	-0.14568053	0.98455137	2.8252244	-2.5601451	-0.17369166	1.2921084	2.534706	-5.530883	13.307693	60.268803	421.0	0.0	93.85	228.23296	865.0	0.0	1000.0	1000.0	0.07692308	0.075	57278.0	0.03273028571428571	1700004.0	-1.8390512	1.2780465	1.6960554	-21.35139	-1.8390547	1.2780583	1.8082864	-21.714523	1.9268808	2.5507493	82.96273	-47.838604	1.7163132	7.2102737	286.8766	1e-08	1.9851116	4.817415	110.69515	-12.076868	3.027763	0.002248868	0.0022287027	0.08153955	0.28617722	3.4988872e-05	-6.2542686	0.0019784619	3.7369556e-15	-18.420683	3.0371175e-13	-1.9851118	50.747345	1133.0608	34115.05159187317
35	-0.24094117	0.7829706	2.5110765	-2.5483942	-0.4333663	2.5683901	3.0017352	-12.407202	30.041666	90.16211	448.0	0.0	13.775	58.46815	351.0	0.0	1000.0	1000.0	0.0625	0.075	58844.0	0.03269111111111111	1750004.0	-1.8372263	1.2476292	2.1444008	-23.59086	-1.8372359	1.2476221	1.8626721	-22.604527	1.9353384	2.3862529	62.300976	-37.67305	1.5633558	6.119079	235.77014	1e-08	1.9849147	4.8736353	97.32916	-12.612364	2.8606887	0.0024864865	0.0024782894	0.07692098	0.26919526	3.3682314e-05	-6.236459	0.0020166992	3.5490174e-15	-18.420683	2.9883092e-13	-1.9849147	50.255775	1135.7572	35251.134446144104
36	-0.07122521	1.0516468	2.681991	-2.0930724	-0.24320956	1.6321383	4.750772	-8.422413	19.365385	59.367508	248.0	0.0	14.475	77.467415	493.0	0.0	1000.0	1000.0	0.13461539	0.1	59727.0	0.032284864864864864	1800004.0	-1.7676773	1.2481416	0.44110274	-17.91212	-1.7676896	1.248158	0.4013493	-17.977726	1.9495591	2.3036304	71.6304	-27.178394	1.5195856	6.1987066	252.48605	1e-08	1.9742628	5.0372524	105.48486	-11.614768	2.7547846	0.0022528283	0.0022274524	0.073318206	0.25778857	5.700955e-05	-6.2750287	0.0019371541	3.242551e-15	-18.420683	2.948819e-13	-1.9742628	49.39984	1137.4506	36387.88859081268
37	0.0970143	0.9820741	2.5721338	-2.3493204	-0.21415026	1.7282381	1.5164663	-10.578312	10.354167	38.16275	242.0	0.0	19.3	80.50317	486.0	0.0	1000.0	1000.0	0.125	0.025	60235.0	0.03170263157894737	1850004.0	-1.7358419	1.3059541	-0.1528058	-23.119282	-1.7358435	1.3059456	-0.48956478	-22.718311	1.9505291	2.1497397	65.77273	-37.047626	1.4480553	5.6743164	176.27307	1e-08	1.9567758	4.8820825	100.897964	-11.885246	2.5654833	0.0027341314	0.00271365	0.069001324	0.24408315	7.936206e-05	-6.3395123	0.001836625	3.3811726e-15	-18.420683	2.9127858e-13	-1.9567758	50.41593	1134.5945	37522.62858247757
38	0.21509992	1.0700605	2.438058	-2.3118834	0.029910585	0.66561157	1.7939446	-1.0359116	13.461538	29.160337	124.0	0.0	5.1	19.270184	117.0	0.0	1000.0	1000.0	0.13461539	0.075	60924.0	0.031243076923076922	1900004.0	-1.7559619	1.3506966	0.7455244	-27.477201	-1.7559628	1.3507513	0.17891479	-27.376873	1.9416049	2.1830032	51.161156	-33.79061	1.4901634	5.8327365	223.89713	1e-08	1.9898156	4.8795075	100.73393	-11.828375	2.5133173	0.0028523633	0.002765919	0.069552206	0.2445827	2.2715507e-05	-6.4657745	0.0016112975	4.4052333e-15	-18.420683	2.867642e-13	-1.9898158	48.809486	1140.9875	38663.80225110054
39	-0.013880134	1.1242074	3.6685784	-2.5447536	0.011800796	0.8976964	2.5279694	-1.2105097	17.833334	46.9012	224.0	0.0	14.4	45.78035	223.0	0.0	1000.0	1000.0	0.16666667	0.2	61803.0	0.0309015	1950004.0	-1.7806516	1.3656852	0.14849615	-22.380325	-1.7806487	1.3657023	0.22109771	-22.30605	1.9210516	2.2806833	55.19034	-31.984257	1.6548465	6.596835	258.94174	1e-08	1.984656	5.120572	123.675934	-11.882998	2.6824148	0.002849307	0.0028270185	0.07507683	0.25989884	3.3010387e-05	-6.228463	0.0020797418	3.8977902e-15	-18.420683	2.8186297e-13	-1.9846561	48.834766	1134.5562	39797.90381073952
40	-0.052516382	0.9747715	3.6257813	-2.2504842	-0.23510198	0.95835197	3.5937116	-1.6726053	27.403847	86.809975	563.0	0.0	17.025	52.68467	326.0	0.0	1000.0	1000.0	0.13461539	0.1	63205.0	0.03083170731707317	2000004.0	-1.7797545	1.3550589	-0.28843713	-21.604118	-1.7797335	1.3550365	-0.32454276	-19.641233	1.9408283	2.2211475	56.743153	-37.78085	1.578915	6.691742	267.28568	1e-08	1.947905	5.02635	132.24527	-11.274297	2.6626105	0.0024599822	0.0024656337	0.070868604	0.2500397	0.00010721764	-6.3513837	0.0018380968	3.2783775e-15	-18.420683	2.780783e-13	-1.947905	50.779083	1133.1439	40932.1460185051
41	-0.113820255	0.7734102	2.639316	-1.4944848	-0.10059629	0.8219632	2.6604846	-1.2701781	13.4375	42.915085	222.0	0.0	21.9	80.5614	426.0	0.0	1000.0	1000.0	0.104166664	0.15	64012.0	0.030481904761904762	2050004.0	-1.7044582	1.311941	-0.30411696	-26.852015	-1.7044595	1.3119563	-0.31319118	-26.20423	1.9542639	2.1645014	66.66402	-29.561766	1.4006978	5.692509	216.78587	1e-08	1.9531336	4.396029	85.877174	-12.640394	2.493048	0.002595925	0.0025878649	0.065803	0.2366751	7.8015146e-05	-6.51059	0.0015774567	3.2933528e-15	-18.420683	2.7439428e-13	-1.9531337	50.83231	1137.5669	42069.22813487053
42	-0.1857623	1.3785106	2.7230027	-6.0301023	-0.12298312	0.64944375	1.8166584	-1.315348	8.769231	26.189116	162.0	0.0	38.0	157.8504	916.0	0.0	1000.0	1000.0	0.15384616	0.025	64306.0	0.029909767441860465	2100004.0	-1.6637758	1.3603559	0.8261275	-29.49497	-1.6637622	1.3602995	0.20088124	-29.95484	1.9598925	2.1335196	51.223663	-24.488253	1.3560907	5.4691586	225.46318	1e-08	2.017061	4.383832	88.114784	-12.344372	2.4475472	0.002965675	0.0030138367	0.0634923	0.22830956	-2.2474609e-05	-6.332914	0.0018121998	2.9448987e-15	-18.420683	2.7087151e-13	-2.017061	50.64696	1132.1592	43201.05582976341
43	-0.0655163	1.4277512	2.4376829	-7.8363237	0.00783255	0.7979136	3.2138693	-1.5874015	12.166667	34.30764	136.0	0.0	36.975	155.65547	892.0	0.0	1000.0	1000.0	0.125	0.125	64890.0	0.029495454545454547	2150004.0	-1.6575755	1.4162666	1.0338244	-28.479342	-1.6575729	1.416271	0.77495694	-27.813026	1.9474375	2.154784	54.596794	-36.525906	1.4042553	5.7591157	303.1502	1e-08	1.9588813	4.404013	101.1333	-13.006561	2.4152246	0.002984148	0.0029642456	0.06282582	0.22856134	6.760623e-05	-6.393115	0.0017278	3.3083555e-15	-18.420683	2.6754125e-13	-1.9588814	50.527565	1133.5576	44334.47242021561
44	-0.22127111	0.82437027	1.9756306	-2.2451558	-0.19838631	0.7788544	2.1889606	-1.6342002	16.98077	66.744774	473.0	0.0	24.225	131.13533	838.0	0.0	1000.0	1000.0	0.07692308	0.075	65773.0	0.029232444444444443	2200004.0	-1.5997584	1.4202217	0.6589613	-23.790539	-1.5997562	1.4202176	0.8043091	-24.224243	1.9561881	2.1241205	54.307034	-30.869047	1.3995198	5.8808184	396.46494	1e-08	2.0102587	4.4579496	91.761215	-11.298758	2.5459068	0.0029162948	0.0029037478	0.06303997	0.228435	-5.9916497e-06	-6.5120006	0.0015537622	1.2779924e-15	-18.420683	2.6538654e-13	-2.0102592	51.09723	1140.5447	45474.995035648346
45	0.20587528	1.3470085	4.5778	-1.5247862	-0.26689497	1.2012367	2.5372982	-4.120531	36.104168	123.597336	706.0	0.0	12.175	35.100487	157.0	0.0	1000.0	1000.0	0.20833333	0.1	67729.0	0.029447391304347825	2250004.0	-1.5788931	1.395762	0.45042777	-16.167854	-1.5789003	1.3957527	0.6619048	-15.505311	1.9329156	2.1691155	59.19403	-37.78426	1.5140928	6.4688888	408.53537	1e-08	1.9735872	4.4609137	95.4466	-12.7676525	2.4698334	0.0026937441	0.0026905609	0.06477405	0.23258246	4.9171187e-05	-6.497984	0.0015544598	2.2169237e-15	-18.420683	2.6315828e-13	-1.9735874	51.0424	1133.6296	46608.56384563446
46	0.059610512	0.91968316	2.2870598	-1.5614712	-0.18263529	1.0211495	2.8345282	-2.2906692	16.76923	71.39856	488.0	0.0	31.125	146.68472	940.0	0.0	1000.0	1000.0	0.1923077	0.125	68378.0	0.029097021276595744	2300004.0	-1.5574735	1.3710114	0.645108	-14.826675	-1.5574833	1.3710039	0.88805866	-14.670463	1.9317522	2.146812	60.696533	-23.097603	1.5318786	6.6353507	362.24655	1e-08	1.9922273	4.4284744	94.08653	-12.624767	2.4590485	0.0024813905	0.0024968628	0.0633621	0.22916535	1.4908204e-05	-6.527662	0.0015102038	1.8570043e-15	-18.420683	2.6127193e-13	-1.9922272	50.752686	1134.0454	47742.79143548012
47	-0.16799216	0.7879781	3.6195176	-1.6852106	-0.051070888	0.8135456	2.5953617	-1.8922961	29.916666	131.40457	912.0	0.0	16.1	62.25865	393.0	0.0	1000.0	1000.0	0.083333336	0.1	69814.0	0.029089166666666666	2350004.0	-1.5041707	1.3412725	0.76382375	-16.79048	-1.5041678	1.3412691	0.28588462	-16.213108	1.9078888	2.2568097	74.710236	-25.372995	1.6696628	7.466615	307.44357	1e-08	1.9962627	4.530186	95.77198	-12.491791	2.5433931	0.0024155767	0.0023937405	0.06632207	0.23852248	1.0932493e-05	-6.424886	0.0016792491	1.644613e-15	-18.420683	2.5939925e-13	-1.9962628	50.4945	1134.1187	48877.33451604843
48	-0.23313233	0.9259874	2.9001307	-2.331118	0.17887905	1.2508916	5.506297	-1.5534613	46.557693	127.35165	732.0	0.0	47.725	154.92627	858.0	0.0	1000.0	1000.0	0.115384616	0.175	72235.0	0.029483673469387756	2400004.0	-1.5040622	1.357408	-0.14395404	-22.835754	-1.5040697	1.3574188	-0.039328575	-22.41712	1.89955	2.2101953	78.1922	-27.210772	1.7234129	7.9020457	299.07394	1e-08	1.9921563	4.339799	105.0708	-11.599686	2.470711	0.0025045038	0.0024941305	0.06402749	0.23124507	1.7290282e-05	-6.4175973	0.0016796995	1.8824776e-15	-18.420683	2.5763585e-13	-1.9921563	51.674896	1140.3328	50017.22927546501
49	0.023088066	1.0374521	3.6859403	-1.8810829	-0.04887446	1.0290352	2.3334112	-2.2682176	11.041667	28.941002	138.0	0.0	2.25	10.229247	58.0	0.0	1000.0	1000.0	0.14583333	0.175	72765.0	0.029106	2450004.0	-1.4950457	1.3639679	0.12718487	-22.39355	-1.4950491	1.3639609	0.24056411	-22.60366	1.8933003	2.2680058	63.344215	-25.90328	1.7693031	8.815856	367.68524	1e-08	1.9788677	4.4916854	93.57776	-12.6850195	2.5341103	0.0026009618	0.0026080608	0.066430375	0.2372386	3.909974e-05	-6.45091	0.0016080774	1.78068e-15	-18.420683	2.555859e-13	-1.9788677	50.685173	1144.1995	51161.283502578735
50	-0.025954822	1.025901	2.9216127	-2.1114895	0.2376051	0.74219173	2.5683088	-1.0884725	12.211538	38.23527	231.0	0.0	12.575	56.099857	356.0	0.0	1000.0	1000.0	0.15384616	0.075	73400.0	0.028784313725490195	2500004.0	-1.4946921	1.3920199	1.5374241	-15.843146	-1.4946966	1.3920089	1.483165	-15.691713	1.8802294	2.2399092	64.17856	-28.345356	1.8182303	9.455435	342.8032	1e-08	2.008481	4.6585913	97.25206	-13.371571	2.3954518	0.0027413717	0.0027467432	0.06773381	0.23796865	-3.5183812e-06	-6.4942636	0.001566864	3.0347e-15	-18.420683	2.5327193e-13	-2.008481	48.3727	1137.6155	52300.10824251175
51	-0.010363999	1.0479426	3.11153	-1.8870269	-0.29446965	0.7262646	2.3567915	-2.105977	17.3125	44.913414	204.0	0.0	12.15	63.636684	408.0	0.0	1000.0	1000.0	0.16666667	0.05	74474.0	0.028643846153846155	2550004.0	-1.5052053	1.3437257	0.8520968	-18.182543	-1.5052118	1.3437176	0.9235203	-17.714073	1.8843982	2.1758425	52.913124	-30.533115	1.7816894	9.450244	349.1653	1e-08	1.9816375	4.5880213	107.92733	-11.639209	2.39297	0.002686156	0.0027119238	0.06712561	0.23279355	3.2756296e-05	-6.3889832	0.0017185394	2.4586868e-15	-18.420683	2.5047447e-13	-1.9816376	48.781166	1135.2471	53434.439059734344
52	-0.12125404	1.2020159	4.354412	-1.7077676	0.106824934	1.0913928	2.6257176	-1.6418912	22.326923	83.43877	586.0	0.0	15.575	91.42617	586.0	0.0	1000.0	1000.0	0.13461539	0.225	75392.0	0.028449811320754716	2600004.0	-1.4685447	1.226919	1.9323359	-18.927784	-1.4685411	1.2268966	2.0263064	-17.737974	1.889647	2.208563	56.98489	-35.699203	1.8011378	9.755668	416.9973	1e-08	1.9782186	4.6163044	110.496	-15.149009	2.4640174	0.002349215	0.0023497723	0.06679718	0.23485075	3.218972e-05	-6.59648	0.0014192145	1.8146175e-15	-18.420683	2.48339e-13	-1.9782188	46.804913	1129.5684	54564.05101275444
53	-0.014433746	1.1839305	3.9617589	-1.7406569	-0.022494871	0.9129114	2.4947362	-1.5325663	18.3125	57.59056	357.0	0.0	40.3	123.45246	691.0	0.0	1000.0	1000.0	0.20833333	0.15	76408.0	0.02829925925925926	2650004.0	-1.4462985	1.1294975	0.08142066	-14.815019	-1.4462962	1.1294856	0.13107562	-14.724169	1.8977356	2.215545	66.384995	-49.144783	1.759591	9.188397	355.6187	1e-08	2.0010731	4.696394	113.94703	-12.194338	2.4617348	0.002098513	0.0021093371	0.068087384	0.23888105	-1.3999129e-06	-6.6314383	0.0013642533	1.6931673e-15	-18.420683	2.4666285e-13	-2.0010734	50.968933	1137.2374	55700.91116118431
54	-0.035654567	0.97537214	2.9667332	-1.7860714	0.30168265	0.8455449	2.4712512	-1.8432765	18.48077	51.636112	250.0	0.0	50.15	167.26648	770.0	0.0	1000.0	1000.0	0.15384616	0.175	77232.0	0.028084363636363636	2700004.0	-1.4201632	1.0912713	0.15832758	-15.526817	-1.4201522	1.0912431	0.18452907	-15.391398	1.9092016	2.2010062	55.240685	-27.472748	1.7015698	8.867515	335.03308	1e-08	1.9736493	4.739188	115.25924	-12.294418	2.4759815	0.0020482817	0.0020478568	0.068273485	0.23939644	3.9439386e-05	-6.687815	0.0013171308	1.038214e-15	-18.420683	2.4549012e-13	-1.9736493	46.715256	1136.0515	56837.3618915081
55	-0.030966898	0.7689779	2.7902286	-1.9846021	0.05588297	0.98528373	3.5956922	-1.3846933	13.729167	42.588505	222.0	0.0	15.975	75.82462	476.0	0.0	1000.0	1000.0	0.14583333	0.125	77891.0	0.027818214285714286	2750004.0	-1.400541	1.1053116	0.48402238	-22.380278	-1.4005449	1.1052947	0.31300926	-21.469856	1.9032283	2.2048547	78.90945	-32.57644	1.7039765	9.1008835	366.93787	1e-08	1.9738384	4.7229433	116.516396	-13.700839	2.3422337	0.0020804198	0.0021093986	0.067840554	0.23985077	4.0993462e-05	-6.754592	0.001204096	2.2172095e-15	-18.420683	2.4361608e-13	-1.9738384	50.606644	1139.3016	57976.53262138367
56	0.3208634	1.4103551	4.5952473	-1.5927417	-0.118065044	0.8426623	2.786837	-1.3952916	16.384615	41.53458	205.0	0.0	2.9	10.728001	63.0	0.0	1000.0	1000.0	0.3653846	0.075	78743.0	0.027629122807017546	2800004.0	-1.4191878	1.1919777	1.6292624	-33.07639	-1.4192036	1.1919161	1.3702219	-33.374237	1.9090425	2.2299736	75.21369	-38.36686	1.6821594	9.271152	421.4853	1e-08	1.9844127	4.760652	137.79218	-14.409468	2.3950443	0.0027458838	0.002863261	0.067452155	0.23895134	2.7113401e-05	-6.517485	0.00152642	2.0481907e-15	-18.420683	2.416745e-13	-1.9844128	50.636932	1137.9622	59114.50286388397
57	-0.09841766	0.8885056	2.6258664	-1.7225027	0.24140187	1.0783376	5.2697415	-1.5324845	18.708334	51.559414	326.0	0.0	59.825	148.54474	808.0	0.0	1000.0	1000.0	0.104166664	0.1	79641.0	0.02746241379310345	2850004.0	-1.5156188	1.3491061	1.1890142	-45.71064	-1.5156131	1.3491539	0.6697211	-44.210102	1.893003	2.262017	77.221054	-56.245193	1.7387755	9.81961	414.67828	1e-08	1.9910599	4.696111	119.07593	-11.888523	2.4008389	0.0035600276	0.0035135269	0.06774033	0.24158277	1.805801e-05	-6.52267	0.0015187155	3.4904676e-15	-18.420683	2.3892487e-13	-1.9910599	48.38686	1132.6802	60246.897097587585
58	-0.1267688	0.82291234	1.8089038	-2.005565	-0.061833512	0.83861953	1.7232007	-2.317915	36.53846	95.927155	425.0	0.0	44.275	185.12334	936.0	0.0	1000.0	1000.0	0.115384616	0.15	81541.0	0.027641016949152542	2900004.0	-1.6066812	1.4280581	0.27752042	-47.642403	-1.6066967	1.4281629	0.14816642	-47.35231	1.8863181	2.3041735	87.21646	-59.747204	1.766351	10.038386	411.65152	1e-08	1.9837941	4.4627805	96.88224	-11.094132	2.5758104	0.0038073368	0.0037737312	0.06973599	0.24567789	3.6111804e-05	-6.569532	0.0014612442	2.8755786e-15	-18.420683	2.3610486e-13	-1.9837941	52.007652	1145.009	61391.99823498726
59	-0.3427124	0.812035	2.5587163	-2.1268134	-0.26109576	0.77324617	2.7298267	-1.4486338	15.520833	39.615334	172.0	0.0	29.75	140.80833	894.0	0.0	1000.0	1000.0	0.0625	0.05	82286.0	0.027428666666666667	2950004.0	-1.6306503	1.4632025	-0.0015459061	-40.464508	-1.6306509	1.4632442	-0.06996393	-46.346893	1.9095598	2.2110486	64.17889	-68.5435	1.6476595	9.327018	381.99808	1e-08	1.8888581	4.431623	99.67829	-12.190099	2.5739112	0.0040600295	0.0040573757	0.06746811	0.23706546	0.00013471268	-6.8038063	0.0011946181	2.1929177e-15	-18.420683	2.3336224e-13	-1.8888581	51.91934	1152.4524	62544.304208517075
60	-0.10172697	0.74803936	2.3335667	-1.5443215	0.07500273	1.0383749	4.277817	-1.4084817	38.307693	115.76378	588.0	0.0	46.25	148.07173	906.0	0.0	1000.0	1000.0	0.09615385	0.15	84278.0	0.027632131147540984	3000004.0	-1.6577283	1.4999632	-0.07568526	-32.78866	-1.6577258	1.4999152	-0.12915754	-31.199142	1.9156954	2.249918	65.27508	-72.890144	1.5939039	8.586213	411.65823	1e-08	2.0362508	4.6087527	102.558624	-11.495633	2.6703162	0.0040581683	0.0040921494	0.0692259	0.24296519	-3.6809884e-05	-6.668814	0.0013420923	1.6837669e-15	-18.420683	2.318744e-13	-2.0362506	51.835793	1160.7334	63706.50119495392
61	0.10934585	0.86210173	3.0985749	-1.6975499	-0.1671953	0.66222733	1.4792051	-1.2846773	24.3125	75.99621	379.0	0.0	16.925	56.73288	257.0	0.0	1000.0	1000.0	0.125	0.05	85445.0	0.027562903225806453	3050004.0	-1.7129948	1.5665803	4.8248744	-36.854126	-1.7129756	1.5666068	4.5815835	-33.967785	1.9036562	2.2357907	52.698837	-66.293076	1.5944406	8.549989	420.27957	1e-08	1.9840618	4.5678883	93.22155	-13.929016	2.6017432	0.0044870963	0.004409647	0.068733595	0.24000356	2.9844914e-05	-6.5554585	0.001464364	2.6742986e-15	-18.420683	2.2986346e-13	-1.9840622	50.60886	1151.161	64856.24203491211
62	-0.009558403	1.1485233	3.3877082	-2.1851087	-0.031131947	0.8978862	2.865876	-1.7913841	19.346153	59.0713	272.0	0.0	19.325	69.049034	417.0	0.0	1000.0	1000.0	0.17307693	0.075	86451.0	0.027444761904761906	3100004.0	-1.78098	1.6370039	18.482449	-27.20274	-1.7809538	1.6369777	19.910446	-26.085613	1.8927519	2.2467809	49.88896	-45.276054	1.5514354	8.052102	422.8634	1e-08	2.003236	4.543052	105.00508	-11.922752	2.749687	0.005144247	0.0051135793	0.07133823	0.24313602	-6.1284877e-06	-6.44503	0.0016204547	1.9217136e-15	-18.420683	2.2751852e-13	-2.003236	51.928417	1148.3562	66004.8133111
63	-0.078544356	1.1352638	3.8061886	-1.7489079	-0.022083104	1.0591404	3.123861	-1.918922	24.208334	88.25696	523.0	0.0	93.65	222.35541	949.0	0.0	1000.0	1000.0	0.14583333	0.2	87642.0	0.027388125	3150004.0	-1.8079923	1.7451192	25.074131	-37.261414	-1.8079839	1.7451355	25.354897	-37.43964	1.9067689	2.297761	55.05518	-49.864807	1.5325817	8.199527	471.25116	1e-08	1.9142933	4.4391537	103.731186	-11.235247	2.8409216	0.0061263354	0.0061037177	0.07003992	0.24570033	0.00013370259	-6.626786	0.001383488	1.7856782e-15	-18.420683	2.260154e-13	-1.9142933	50.904846	1148.7712	67153.55524301529
64	-0.1582539	0.8733111	3.2464418	-2.1341453	-0.62035024	0.7559461	2.062838	-2.3820164	21.096153	82.1774	430.0	0.0	20.95	119.40392	766.0	0.0	1000.0	1000.0	0.09615385	0.025	88710.0	0.027295384615384614	3200004.0	-1.8875284	1.953929	27.072792	-43.68499	-1.887529	1.9538815	28.511885	-44.491848	1.8951815	2.3148358	58.099792	-49.61985	1.590489	8.448392	471.10794	1e-08	2.003723	4.4107323	89.91836	-13.373652	2.95131	0.007529969	0.007532565	0.07283924	0.24951907	-4.9725463e-06	-6.5375786	0.0014942243	1.6778977e-15	-18.420683	2.2433387e-13	-2.003723	48.208805	1148.9089	68303.26903748512
65	-0.1994661	0.74594045	2.2940848	-1.5431218	-0.32307187	0.63997394	1.7180138	-1.7274368	21.854166	104.56317	717.0	0.0	5.675	16.1065	74.0	0.0	1000.0	1000.0	0.083333336	0.05	89789.0	0.027208787878787877	3250004.0	-1.9686147	2.0779321	6.4356194	-42.98151	-1.9686152	2.0779195	7.046241	-42.357082	1.8843328	2.3048434	56.289665	-62.97036	1.6347328	8.453692	489.8713	1e-08	1.9701558	4.2932444	132.2929	-11.967508	3.087685	0.008165585	0.008162599	0.075255536	0.25153232	5.2330837e-05	-6.561899	0.0014674435	1.2410711e-15	-18.420683	2.2311326e-13	-1.9701555	46.715294	1149.9482	69452.61176276207
66	0.038969073	0.9050381	3.2214756	-1.9289597	-0.297437	1.0221878	3.939177	-1.8851309	26.961538	125.343834	857.0	0.0	3.975	14.977463	90.0	0.0	1000.0	1000.0	0.13461539	0.1	91161.0	0.027212238805970148	3300004.0	-2.096825	2.2272727	2.6898098	-61.396187	-2.096806	2.227186	2.8459778	-62.308968	1.8886125	2.3124528	67.14846	-73.7334	1.6100816	8.461079	576.7748	1e-08	2.00552	4.6620145	159.19423	-11.613943	3.1814213	0.01088349	0.011172781	0.07483782	0.25228387	-5.730319e-06	-6.5116277	0.0015151931	1.3435312e-15	-18.420683	2.2211452e-13	-2.0055203	50.952072	1155.1118	70607.50488448143
67	0.089571595	0.8893341	3.50115	-1.3744048	-0.18608907	0.5604603	1.7020015	-1.3599368	27.041666	113.935646	772.0	0.0	27.075	138.6188	880.0	0.0	1000.0	1000.0	0.083333336	0.025	92675.0	0.027257352941176472	3350004.0	-2.3326986	2.5425525	8.344046	-74.90559	-2.332726	2.5425172	8.418526	-78.05132	1.8817303	2.3253577	79.75978	-55.191525	1.6496671	8.592903	553.3716	1e-08	1.9685432	4.3535733	104.33632	-12.265772	3.4397469	0.015345998	0.015631387	0.07604642	0.2543214	5.620261e-05	-6.4141526	0.0016746697	1.3870027e-15	-18.420683	2.2050685e-13	-1.9685432	48.002342	1146.8208	71754.748857975
68	-0.14685798	0.6224506	1.257465	-1.5999705	-0.3517684	0.9451527	2.1058822	-2.9143386	22.961538	102.60903	710.0	0.0	28.9	144.94339	919.0	0.0	1000.0	1000.0	0.0	0.075	93653.0	0.027145797101449275	3400004.0	-2.5884378	2.8084905	6.210507	-90.36625	-2.5884595	2.8085706	6.969665	-91.80207	1.8867035	2.3975334	79.95311	-49.1342	1.6729969	8.71623	536.75195	1e-08	2.0039096	4.3900056	105.624466	-13.245824	3.8315763	0.018225068	0.018261012	0.0785348	0.2614521	-1.9584418e-06	-6.4865375	0.0015587228	8.3647643e-16	-18.420683	2.1973361e-13	-2.0039093	50.052372	1150.4539	72904.78638195992
69	-0.2573367	1.0130979	3.2652936	-2.401563	-0.12862407	0.900508	1.8773613	-1.9536215	45.291668	124.537636	723.0	0.0	11.225	53.136845	326.0	0.0	1000.0	1000.0	0.104166664	0.125	95862.0	0.02738914285714286	3450004.0	-2.8319066	2.9370983	0.46077347	-88.637505	-2.8319237	2.9370713	0.45240307	-90.73805	1.8849453	2.428446	65.96613	-42.319206	1.7153155	9.120148	541.44653	1e-08	1.9989635	4.2523293	115.59092	-12.193761	4.103356	0.018948417	0.019198017	0.076843	0.2623769	9.613306e-06	-6.420008	0.0016595761	8.999043e-16	-18.420683	2.1905969e-13	-1.9989635	51.300392	1148.5997	74053.40158200264
