Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
11	0.048081037	1.0304812	3.24726	-2.1172974	0.17577419	0.8929896	2.7827065	-1.171816	20.8125	64.64668	367.0	0.0	24.775	128.54387	824.0	0.0	1000.0	1000.0	0.20833333	0.275	23145.0	0.038575	550004.0	-0.899183	0.57439244	0.68569416	-6.0677752	-0.89918274	0.57438844	0.7606119	-5.911964	2.4689465	2.8963115	43.631405	-21.392653	1.9913104	4.4933553	93.28419	-11.465983	1.4347367	0.0006347314	0.0006375344	0.08318282	2.3238936e-05	-6.227465	0.0020341726	3.97096e-14	-27.37918	1.287814e-12	-1.9913104	20.173836	525.5224	5763.8834364414215
12	-0.07818702	0.99506956	3.2388897	-2.0427713	0.15865694	0.9465545	2.3756645	-1.3548647	16.403847	50.98954	340.0	0.0	43.65	165.74687	949.0	0.0	1000.0	1000.0	0.17307693	0.2	23953.0	0.03685076923076923	600004.0	-0.8687703	0.54563636	0.8531776	-5.340386	-0.86877203	0.5456363	0.99502623	-5.3706765	2.4696898	2.7828233	43.93522	-12.880244	1.9949422	4.4894414	85.08797	-11.347549	1.3207626	0.00057248335	0.0005701572	0.07937313	1.0494089e-05	-6.3966494	0.0017056569	3.349333e-14	-27.52641	1.1110689e-12	-1.9949422	24.023224	528.23425	6292.031943082809
13	0.037072796	1.171361	3.3826458	-1.5939405	-0.023170209	1.0030249	3.850603	-1.80611	13.041667	33.84829	157.0	0.0	31.95	91.26991	518.0	0.0	1000.0	1000.0	0.20833333	0.225	25020.0	0.035742857142857146	650004.0	-0.8386077	0.5219862	1.3784182	-6.2909985	-0.8386082	0.52199066	1.4422741	-6.2307324	2.4712996	2.6151	48.41534	-15.962738	1.9856979	4.4234953	92.93135	-11.99603	1.1941142	0.0005300652	0.000527805	0.07669028	2.516223e-05	-6.448823	0.0016253447	2.8044958e-14	-27.65033	9.814078e-13	-1.9856979	18.485115	518.68365	6810.620177984238
14	-0.041380167	0.9743375	2.8448355	-1.6642857	-0.2507313	0.9624996	2.412764	-1.8872643	39.576923	100.42799	448.0	0.0	46.95	192.72856	928.0	0.0	1000.0	1000.0	0.1923077	0.125	26637.0	0.035516	700004.0	-0.8077592	0.50954324	1.132266	-6.7943473	-0.8077612	0.5095357	1.0898683	-6.458674	2.480274	2.5962331	50.027622	-18.868126	1.9705367	4.4715796	91.88591	-12.940361	1.3718662	0.0005155746	0.00051964656	0.07420564	5.1570223e-05	-6.377338	0.0017316606	1.7571419e-14	-27.743538	8.93771e-13	-1.9705368	18.335789	535.23096	7345.85950756073
15	0.1297007	1.025251	3.1617503	-1.8961983	0.112872265	1.2119769	4.181031	-1.6709635	5.6875	18.369081	109.0	0.0	3.45	19.825426	127.0	0.0	1000.0	1000.0	0.27083334	0.25	26910.0	0.0336375	750004.0	-0.775621	0.48395282	0.81237376	-5.925149	-0.7756224	0.48394445	0.5942755	-5.8969994	2.4777544	2.6170952	58.545948	-22.856424	1.9994358	4.380981	87.000595	-11.986586	1.2999362	0.00044728725	0.00044957345	0.07237216	8.200641e-06	-6.533831	0.0014926249	1.8448798e-14	-27.808437	8.376241e-13	-1.9994357	18.171684	534.8773	7880.765772342682
16	0.100591585	1.1334962	3.4884357	-1.8334221	0.035556816	1.0445734	3.2842152	-1.6068141	28.038462	86.20927	561.0	0.0	39.45	161.6663	883.0	0.0	1000.0	1000.0	0.25	0.2	28368.0	0.033374117647058825	800004.0	-0.73905873	0.43815738	0.7131059	-4.1497746	-0.7390615	0.43814504	0.79487336	-4.204314	2.4662938	2.562305	42.09974	-12.036494	1.9849719	4.4381847	122.44787	-13.128175	0.94301206	0.0004065469	0.0004100734	0.07321441	2.9399262e-05	-6.5713043	0.0014285746	2.5632172e-14	-27.899382	7.649572e-13	-1.9849715	19.145138	530.8619	8411.550893306732
17	-0.030291364	1.0911022	3.2695792	-1.4972472	-0.85848695	3.9522502	5.0898986	-13.068452	61.854168	136.96289	530.0	0.0	20.85	71.52501	448.0	0.0	1000.0	1000.0	0.25	0.425	31337.0	0.03481888888888889	850004.0	-0.7422786	0.42379755	0.6585237	-4.932187	-0.7422765	0.42379978	0.6909659	-4.861062	2.467674	2.6326027	49.595375	-14.38808	1.9980533	4.1157985	80.06663	-12.817785	1.039037	0.00042887466	0.00042731597	0.077922836	4.1990756e-06	-6.5297656	0.0015046231	2.2334722e-14	-27.999485	6.9201817e-13	-1.9980534	23.381348	516.7042	8928.620862722397
18	0.17390189	1.2954329	4.084842	-1.7549465	-0.35612077	1.1062753	2.961652	-3.4642751	26.576923	82.453804	537.0	0.0	26.7	134.45914	856.0	0.0	1000.0	1000.0	0.34615386	0.2	32719.0	0.03444105263157895	900004.0	-0.8005543	0.41956356	0.76926005	-5.256705	-0.8005536	0.419561	0.7406094	-5.220194	2.4730716	2.462133	42.89071	-17.947346	1.999643	4.140579	108.32883	-13.730771	1.0847222	0.0004418268	0.00044094006	0.07595737	2.0935463e-06	-6.5247874	0.0015029064	1.7184003e-14	-28.07525	6.414502e-13	-1.9996431	18.215805	526.4717	9454.746131420135
19	0.33399734	1.4336565	4.4114804	-2.1511164	0.053350735	0.9272301	1.7209717	-1.9304997	46.0625	111.91373	584.0	0.0	3.375	12.134017	74.0	0.0	1000.0	1000.0	0.375	0.225	34930.0	0.03493	950004.0	-0.8085716	0.40544137	0.74581754	-5.418	-0.80857205	0.40543562	0.7329134	-5.1390367	2.47249	2.5024273	51.334755	-11.446106	1.9813478	4.1622496	105.69361	-11.7591915	1.1272445	0.00044926375	0.0004513379	0.078000896	3.609621e-05	-6.59246	0.0013953388	1.6417374e-14	-28.145624	5.978504e-13	-1.9813479	18.284346	532.4691	9987.200305461884
20	0.07664645	1.0325732	2.9286885	-1.8271117	0.19243354	0.95330065	2.8736112	-1.1088845	34.28846	83.94534	343.0	0.0	49.675	196.77277	922.0	0.0	1000.0	1000.0	0.21153846	0.175	36713.0	0.03496476190476191	1000004.0	-0.76169807	0.39039	0.77344006	-5.8124423	-0.76170063	0.39039233	0.9851039	-5.857835	2.482047	2.5039062	51.489	-13.431976	1.9722825	4.002997	68.800026	-13.581837	1.2916908	0.00043267882	0.00043187072	0.079807736	3.8103164e-05	-6.639325	0.0013545206	1.014049e-14	-28.198317	5.670955e-13	-1.9722823	18.854498	530.6335	10518.24053812027
21	0.30641142	1.0789458	3.5546944	-1.3320991	-0.006723595	1.3455998	5.7100964	-1.4963807	16.770834	55.321873	346.0	0.0	36.975	144.17343	751.0	0.0	1000.0	1000.0	0.25	0.2	37537.0	0.034124545454545456	1050004.0	-0.6997362	0.3926397	0.8402641	-11.906077	-0.699733	0.3926445	0.69989944	-11.887717	2.482756	2.4644651	52.64977	-19.900698	1.9787195	3.9793575	78.48892	-11.432249	1.210078	0.00051808584	0.00050928304	0.078963	2.727294e-05	-6.743288	0.0012112776	9.366095e-15	-28.23594	5.461506e-13	-1.9787194	22.790604	533.0469	11050.830001831055
22	0.39783302	1.2286581	3.932624	-1.3242661	0.102488056	0.83572805	2.3629618	-1.1634387	31.51923	86.795845	523.0	0.0	5.475	19.41261	106.0	0.0	1000.0	1000.0	0.30769232	0.175	39157.0	0.0340495652173913	1100004.0	-0.68238413	0.40472537	0.9776015	-11.927729	-0.68238544	0.4047262	0.88848364	-12.113002	2.4788144	2.5326774	51.2521	-20.368958	1.9868234	4.1595	103.17033	-14.351114	1.1714329	0.0005072171	0.0005124599	0.07970838	1.5324971e-05	-6.5840864	0.001411307	1.105891e-14	-28.27729	5.2404256e-13	-1.9868233	25.01809	508.8756	11559.876274347305
23	0.29515752	1.128421	3.7470748	-2.0477636	0.6980989	1.3844196	4.236707	-1.0982891	22.395834	87.686646	465.0	0.0	51.675	173.61688	833.0	0.0	1000.0	1000.0	0.3125	0.525	40232.0	0.03352666666666667	1150004.0	-0.6667529	0.37879023	2.0710647	-6.4525347	-0.66675234	0.37878415	1.8422983	-6.642788	2.484952	2.3157868	48.92633	-26.103489	1.9980309	4.136037	79.00512	-13.524374	1.1372062	0.0004721094	0.00047498159	0.07308181	4.2774104e-06	-6.84048	0.0010959776	7.552661e-15	-28.312984	5.0563834e-13	-1.9980309	18.51996	513.04376	12072.77887392044
24	0.65538746	1.5715082	4.2758207	-1.6778181	0.14016862	0.86228234	2.0084786	-1.9514927	17.673077	37.51293	165.0	0.0	30.975	96.025635	557.0	0.0	1000.0	1000.0	0.61538464	0.225	41151.0	0.0329208	1200004.0	-0.6592536	0.35548815	0.59367156	-4.8876987	-0.65925485	0.3554828	0.6386344	-4.93541	2.4766624	2.3647707	58.405987	-12.384273	2.001509	4.3506045	93.75387	-12.000923	0.9678483	0.00043805977	0.0004398722	0.07499122	8.211005e-06	-6.63147	0.0013687485	1.1307135e-14	-28.349846	4.8736986e-13	-2.001509	18.343464	537.0543	12609.936758995056
25	0.2550255	1.3580014	5.2170224	-1.6781498	-0.14673054	1.9383186	5.6978407	-2.9780672	22.5625	54.272423	265.0	0.0	6.025	8.701976	31.0	0.0	1000.0	1000.0	0.375	0.325	42234.0	0.03248769230769231	1250004.0	-0.674736	0.34135243	0.5718819	-5.476755	-0.6747365	0.34134257	0.6304244	-6.1836867	2.4778678	2.26533	41.035976	-11.238362	1.9903034	4.0116816	66.2608	-11.584597	0.92841834	0.00040215766	0.00040538146	0.072165176	1.1608287e-05	-6.8959017	0.0010387173	1.0267191e-14	-28.39581	4.6546523e-13	-1.9903033	18.30677	531.43494	13141.253180503845
26	0.34763715	1.5958745	5.0872374	-2.0566719	0.34056947	1.0997576	2.8654466	-1.4771141	25.307692	91.64449	643.0	0.0	27.15	95.37415	469.0	0.0	1000.0	1000.0	0.3653846	0.275	43550.0	0.03225925925925926	1300004.0	-0.6785779	0.34369957	0.68364584	-4.8746843	-0.6785785	0.34368366	0.61620677	-5.3125906	2.4833937	2.2762709	57.763798	-9.637172	1.9749256	4.245136	88.15911	-11.707474	1.0735714	0.00039953346	0.00040504083	0.07401997	2.7429165e-05	-6.813876	0.0011217054	7.4237525e-15	-28.429983	4.4981263e-13	-1.9749258	20.594568	543.2558	13684.478472948074
27	0.84910744	1.8617213	7.3639565	-1.173092	0.5890296	1.330923	3.01425	-3.3881004	90.041664	211.05467	924.0	0.0	30.1	143.52785	921.0	0.0	1000.0	1000.0	0.5416667	0.4	47886.0	0.034204285714285715	1350004.0	-0.6701986	0.34536806	0.9799335	-6.040769	-0.6701984	0.34534743	0.7763737	-5.6947775	2.479985	2.2051187	48.517353	-17.035097	2.0076013	3.974816	70.83843	-14.137162	0.9345486	0.00044249673	0.00044539483	0.07027209	-2.588625e-06	-6.8300185	0.0011049231	8.673814e-15	-28.462475	4.3543736e-13	-2.0076015	23.147257	513.9513	14198.571121692657
28	0.7661902	2.0296843	10.913741	-2.0863748	0.10372182	0.96047115	2.301477	-1.7098095	19.942308	70.874054	411.0	0.0	1.5	4.909175	25.0	0.0	1000.0	1000.0	0.59615386	0.225	48909.0	0.03373034482758621	1400004.0	-0.6648105	0.36123464	0.6847583	-7.4191895	-0.6648095	0.3612461	0.6675923	-7.4612813	2.4817038	2.2635376	48.911163	-15.342861	1.9912969	4.077876	83.89137	-12.556374	1.0120867	0.00049691217	0.00049015915	0.073914066	1.216169e-05	-6.6964865	0.0012497592	7.670606e-15	-28.495186	4.2142085e-13	-1.9912968	18.250027	520.229	14718.76148223877
29	1.1017418	2.1339571	8.489723	-1.5355769	0.9340366	2.155232	10.557498	-1.4911295	32.104168	131.19852	893.0	0.0	29.075	144.32886	927.0	0.0	1000.0	1000.0	0.625	0.7	50450.0	0.033633333333333335	1450004.0	-0.6432746	0.3589909	0.69756085	-8.372781	-0.64327437	0.35899365	0.67508143	-7.807455	2.475561	2.3042655	46.4587	-14.828025	1.9795492	3.9235125	76.7757	-14.953699	0.8733161	0.00050023897	0.00049990375	0.07646386	2.667132e-05	-6.791508	0.0011428123	9.905953e-15	-28.527475	4.080426e-13	-1.9795492	18.565403	532.73975	15251.526285648346
30	0.85420215	1.5764773	5.964818	-1.5729195	0.13105443	1.1024052	2.7203932	-1.9526306	29.807692	88.2174	492.0	0.0	20.575	48.519527	231.0	0.0	1000.0	1000.0	0.5576923	0.325	52000.0	0.03354838709677419	1500004.0	-0.6751153	0.3655749	0.88162935	-11.892526	-0.675115	0.3655587	1.0629789	-11.375513	2.4776585	2.361757	41.361618	-11.478817	2.0017748	4.1137123	81.44197	-15.049399	1.0066422	0.0005587213	0.000563922	0.07768184	3.94202e-06	-6.6620317	0.0013094767	8.72123e-15	-28.568464	3.9164519e-13	-2.0017748	18.093311	539.39404	15791.486242055893
31	1.5687189	2.9677513	12.403778	-1.778661	0.9041835	1.6799082	6.8391075	-1.4856311	38.25	128.91478	737.0	0.0	25.625	79.12669	440.0	0.0	1000.0	1000.0	0.9166667	0.525	53846.0	0.03365375	1550004.0	-0.70141935	0.35350886	1.8060656	-14.095054	-0.70141876	0.35353142	1.3671536	-13.145184	2.483019	2.2584434	45.47534	-15.396958	1.9930935	4.1105485	78.71007	-13.7036495	1.0818654	0.0005342543	0.0005362194	0.07375792	9.343691e-06	-6.8144336	0.0011122584	6.4213644e-15	-28.59756	3.804068e-13	-1.9930935	21.357372	526.33655	16317.198740720749
32	1.2252556	2.0833957	10.5590105	-1.9650962	1.2125456	2.4784088	11.293747	-2.0616343	31.884615	83.06152	441.0	0.0	72.65	177.71698	752.0	0.0	1000.0	1000.0	0.78846157	0.725	55494.0	0.03363272727272727	1600004.0	-0.69710416	0.3394622	1.4430251	-18.27903	-0.69710463	0.33949372	1.4098842	-19.021496	2.4853032	2.1164408	38.721786	-31.801731	1.9922053	3.9068408	110.57616	-14.030462	1.0299977	0.0005972209	0.00059514545	0.06903811	9.2456075e-06	-6.923561	0.0010102506	5.4220663e-15	-28.621176	3.7152735e-13	-1.9922056	21.698023	516.73645	16833.992304563522
33	0.7554732	1.5186998	4.2261786	-1.236704	0.5211667	1.3190055	4.1821127	-1.5510849	18.083334	57.474575	266.0	0.0	41.9	141.52028	791.0	0.0	1000.0	1000.0	0.47916666	0.35	56362.0	0.03315411764705883	1650004.0	-0.67523444	0.32972527	0.96359783	-17.14	-0.6752349	0.3296885	1.1470569	-16.266594	2.483812	2.2061298	46.117992	-12.568232	1.9872484	4.0633454	81.83767	-10.943653	1.0349097	0.0005097697	0.0005206422	0.07048608	1.529417e-05	-6.9505687	0.0009850261	5.842929e-15	-28.643742	3.6323743e-13	-1.9872485	18.559055	531.3173	17365.225902318954
34	1.3349487	2.4902167	9.436519	-1.4962343	1.0730091	1.5698429	6.5031266	-1.5864878	26.326923	60.393814	303.0	0.0	21.025	117.228516	752.0	0.0	1000.0	1000.0	0.7307692	0.6	57731.0	0.032989142857142856	1700004.0	-0.65060705	0.32862005	1.3491415	-5.2951746	-0.650604	0.3286197	0.8141649	-5.1649885	2.4837518	2.2602928	61.053585	-23.467514	1.9985281	4.0614324	82.0985	-13.965614	1.0489342	0.0005058491	0.00050710706	0.07451652	3.6580539e-06	-6.8536687	0.0010689311	5.7305887e-15	-28.66689	3.5492673e-13	-1.998528	18.320316	528.74384	17894.081163406372
35	0.9952095	1.2525033	4.1950336	-1.6411692	1.018048	1.447849	4.637473	-1.2994448	17.5	94.23353	652.0	0.0	28.625	107.934395	663.0	0.0	1000.0	1000.0	0.625	0.5	58571.0	0.03253944444444445	1750004.0	-0.6448457	0.33468732	1.6367693	-5.9438095	-0.6448471	0.33469775	1.8187866	-6.077443	2.481903	2.346115	72.789894	-28.196642	1.9740632	3.9168563	67.204155	-12.520157	1.0562844	0.00055102067	0.0005489436	0.077971876	3.068432e-05	-6.8662424	0.0010795442	6.2359874e-15	-28.690495	3.4664852e-13	-1.9740633	18.443613	528.2842	18422.377046346664
36	0.6450091	1.2385681	4.095082	-1.6028821	0.9975481	1.7655586	5.7509165	-2.273973	20.557692	74.355545	501.0	0.0	40.675	125.60064	608.0	0.0	1000.0	1000.0	0.40384614	0.5	59640.0	0.03223783783783784	1800004.0	-0.639816	0.3505737	2.3368073	-8.272828	-0.6398161	0.3505865	2.2427945	-7.9538355	2.479841	2.3731225	54.81593	-38.56143	1.9639647	3.9031193	84.754395	-11.014734	1.0240066	0.00067946635	0.00066624593	0.08028143	3.5593865e-05	-6.887877	0.0010474286	6.772595e-15	-28.715824	3.3797845e-13	-1.9639647	20.955359	480.0247	18902.615146160126
37	1.5836306	2.1153803	7.30054	-1.0897734	1.044166	1.5463548	6.312772	-1.7314578	12.0	30.800434	141.0	0.0	3.05	10.931492	67.0	0.0	1000.0	1000.0	0.9166667	0.6	60294.0	0.03173368421052632	1850004.0	-0.66491985	0.36608285	1.6174365	-8.606614	-0.6649193	0.36609295	1.5896642	-9.1909895	2.480213	2.3332236	56.924263	-30.054615	1.99866	3.946164	91.03439	-12.311857	1.0278293	0.00072159205	0.00072160613	0.07967649	7.120156e-06	-6.945331	0.0009948389	6.4731427e-15	-28.743147	3.2886804e-13	-1.9986602	18.291548	437.5088	19339.79633450508
38	1.0594394	1.8481745	10.067933	-1.1412283	0.9979132	1.6775947	6.788982	-1.0006417	14.519231	39.62298	172.0	0.0	34.55	91.509	404.0	0.0	1000.0	1000.0	0.63461536	0.575	60971.0	0.03126717948717949	1900004.0	-0.6600475	0.37415802	0.7109324	-11.522522	-0.66004914	0.3741561	0.73233944	-12.345356	2.4750698	2.362826	56.321346	-15.685114	1.9870634	4.018039	94.42851	-13.2045355	0.90966946	0.00067973114	0.0006813757	0.079527855	1.5854099e-05	-6.8672	0.0010664368	7.93316e-15	-28.772173	3.1946562e-13	-1.9870638	18.513063	398.9104	19738.76857495308
39	1.6162721	1.8913316	6.8682833	-0.9949772	0.8254963	1.2897372	3.9084296	-1.5398346	27.25	82.548096	498.0	0.0	175.625	314.62714	951.0	0.0	1000.0	1000.0	0.8125	0.475	62339.0	0.0311695	1950004.0	-0.6440952	0.36305875	0.6953528	-12.440994	-0.6440953	0.36305085	0.73958117	-12.271226	2.4779074	2.438841	51.866993	-16.809338	1.9869461	4.0436683	82.22123	-12.717374	1.0236031	0.00063870725	0.0006388256	0.08262824	1.5924323e-05	-6.801885	0.0011455242	6.822071e-15	-28.801577	3.102033e-13	-1.9869462	18.625927	407.44	20146.20719075203
40	1.1310906	1.5868572	5.2408667	-1.8267455	1.285762	1.9576226	10.321332	-0.8544223	23.057692	70.28716	458.0	0.0	7.325	29.021881	182.0	0.0	1000.0	1000.0	0.61538464	0.725	63478.0	0.030964878048780488	2000004.0	-0.6338854	0.34872186	0.76155806	-8.910805	-0.6338854	0.348707	0.771668	-8.286459	2.4770741	2.46332	65.79067	-17.890257	1.9944112	4.132464	85.85419	-11.672646	1.013159	0.0005976473	0.00060070364	0.084731296	1.1515088e-05	-6.7525873	0.0011971154	6.889152e-15	-28.828856	3.0185763e-13	-1.9944112	18.047302	398.88278	20545.881326436996
41	0.7245552	1.3655949	4.3097157	-1.7892189	0.66612685	1.5154802	4.612329	-1.576173	52.729168	133.95361	802.0	0.0	10.65	37.53502	216.0	0.0	1000.0	1000.0	0.47916666	0.475	66042.0	0.03144857142857143	2050004.0	-0.6148003	0.33718634	0.87530255	-6.168395	-0.6148027	0.3371812	0.8686609	-6.61827	2.4772618	2.431061	56.123306	-19.257608	1.9839243	4.26486	109.78414	-11.882475	0.9780271	0.0005576549	0.0005593802	0.08208877	1.9468394e-05	-6.8779383	0.0010595929	6.6496754e-15	-28.855946	2.9378792e-13	-1.9839247	18.478811	398.11493	20943.21994304657
